430,syr. 434,syr. 611,syr. 612
,,ܗܝܕܝܢܟܕܫܡܥܦܪܥܘܢܡܠܟܐ,ܗܝܕܝܢܟܕܫܡܥܦܪܥܘܢܡܠܟܐ
ܗܠܝܢ,,ܗܠܝܢ,ܗܠܝܢ
ܐܬ݁ܕܡܪ,,ܬܘܗܬܘܗܬܐܪܒܬܐ,ܬܘܗܬܘܗܬܐܪܒܬܐ
ܘܪܓܙ,,ܘܪܓܙ,ܘܪܓܙ
ܛܒܘܬܘܗܘܐܡܪ,,ܘܐܡܪ܂ܐܡܪܠܝ,ܘܐܡܪ܂ܐܡܪܠܝ
ܒܫܪܪܐ,,ܒܫܪܪܐ,ܒܫܪܪܐ
ܐܡܪܠܝܐܘܓܒܪܐ,,,
ܡܢܘ,,ܡܢܘ,ܡܢܘ
ܫܡܟ܂,,ܫܡܟ܂,ܫܡܟ܇
,,ܐܘܓܒܪܐ܂,ܐܘܓܒܪܐ܂
ܗܝܕܝܢ,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
ܐܡܪܬ,,ܐܡܪܬ,ܐܡܪܬ
ܠܗ,,,
ܐܢܐ,,ܐܢܐ,ܐܢܐ
ܗ̄ܘܐܚܝܩܪ܂ܗܘܕܢܛܪܐ̄ܪ̈ܙܐܕܣܢܚܪܝܒܡܠܟܐ܂ܐܡܪܠܝܦܪܥܘܢ,,ܐ̄ܢܐܐܚܝܩܪܣܦܪܐ܂ܟܢܐܡܪܠܝܡܠܟܐ,ܐ̄ܢܐܐܚܝܩܪܣܦܪܐ܂ܟܢܐܡܪܠܝܡܠܟܐ
ܚܢܢ,,ܚܢܢ,ܚܢܢ
ܫܡܥܢ,,ܫܡܥܢܢ,ܫܡܥܢܢ
ܕܐܚܝܩܪ,,ܕܐܚܝܩܪ,ܕܐܚܝܩܪ
ܐܬܩܛܠܘܗܐܐܢ̄ܬܒܚܝ̈ܐܐܝܬܝܟ܂ܦܢܝܬܠܗ,,ܐܬܩܛܠ܂,ܐܬܩܛܠ܇
,,ܐܝܟܢܐܗ̄ܝ̣,ܐܝܟܢܐܗ̄ܝ̣
,,ܗܕ̣ܐ܂,ܗܕܐ܂
,,ܬܘܒܐܡܪܬ,ܬܘܒܐܡܪܬ
ܛܝܒܘ,,ܛܝܒܘܬܐ,ܛܝܒܘ
ܠܐܠܗܐ,,ܠܐܠܗܐ,ܠܐܠܗܐ
ܡܪܚܡܢܐ܂ܕܦܨܝܢܝ,,ܡܪܚܡܢܐܕܦܨܢܝ,ܡܪܚܡܢܐܕܦܨܢܝ
ܡ̣ܢܢܟܠܐ,,ܡ̣ܢܢܟܠܐ,ܡ̣ܢܢܟܠܐ
ܕܒܝ̈ܫܐܕܛܠܡܘܢܝ܂ܘܟܕܒܘܩܕܡܡܠܟܐ,,ܘܛܠܘܡܝܐܕܐ̄ܢ̈ܫܐܒܝܫ̈ܐ,ܘܛܠܘܡܝܐܕܐ̄ܢ̈ܫܐܒܝܫ̈ܐ
,,ܘܢܟ̈ܝܠܐ܂,ܘܢܟ̈ܝܠܐ
,,ܟܕܒܘܓܝܪ,ܟܕܒܘܓܝܪ
ܥܠܝ,,ܥܠܝ,ܥܠܝ
,,ܩܕܡܡܪܝ,ܩܕܡܡܪܝ
,,ܡܠܟܐ܂,ܡܠܟܐ܇
ܘܦܩܕ,,ܘܦܩܕ,ܘܦܩܕ
ܗ̄ܘ̣ܐ,,,ܒܩܛ̱ܠܝ܂
,,ܒܩܛܠܝ܂,
ܒܩܛܠܝ܂,,,
,,ܘܡܪܝܦܨܢܝܡ̣ܢܩܛܠܐ܂ܘܛܘ̣ܒܘܗܝܠܡܢܕܢܬܬܟܠ,ܘܡܪܝܦܨܢܝܡ̣ܢܩܛܠܐ܂ܘܛܘ̣ܒܘܗܝܠܡܢܕܢܬܬܟܠ
ܘܛܘܒܠܟܠܕܢܣܝܡܬܘܟܠܢܗܥܠܐܠܗܐ܂ܦܢܝܦܪܥܘܢܘܐܡܪ,,ܥܠܘܗܝ܂,ܥܠܘܗܝ܂
,,ܘܥܢܐܗܟܝܠܡܠܟܐܦܪܥܘܢܘܐܡܪܠܝ,ܘܥܢܐܗܟܝܠܡܠܟܐܦܪܥܘܢܘܐܡܪܠܝ
ܙܠ,,ܙܠ,ܙܠ
ܝܘܡܢ,,,
ܐܘܐܚܝܩܪ,,ܐܘܐܚܝܩܪ,ܐܘܐܚܝܩܪ
ܠܕܘܟܬܟ܂,,ܠܬܘܢܟ܂,ܠܬܘܢܟ܂
ܘܡܚܪ,,ܘܡܚܪ,ܘܡܚܪ
ܬܐܬܐ,,ܗܦܘܟ,ܗܦܘܟܝ
ܠܘܬܝ,,ܠܘܬܝ,ܠܘܬܝ
ܘܬܐܡܪܠܢ,,ܘܐܡܪܠܝ,ܘܐܡܪܠܝ
ܡܠܬܐܕܠܐܫܡܥܬܗ̇,,ܡܠܬܐܕܠܐܫܡܥܬܗ̇,ܡܠܬܐܕܠܐܫܡܥܬܗ̇
ܐܢܐܘܐܦܠܐ,,ܘܠܐܣܟܐܫܬܡܥܬܡ̣ܢ,ܘܠܐܣܟܐܫܬܡܥܬܡ̣ܢ
ܪܘܪ̈ܒܢܝ,,ܪܘܪ̈ܒ̣ܢܝ,ܪܘܪ̈ܒܢܝ
ܘܐܦܠܐܒܟܠܗܐܘܚܕܢܗ̇ܕܡܨܪܝܢܐܫܬܡܥܬ܂ܗܝܕܝܢܐܙܠ̄ܬܠܡܫܪܝܬܝܘܪܢܝܬܐܪܐܐܝܕܐ,,ܡܨܪ̈ܝܐ܂ܘܐܙܠܬ,ܡܨܪ̈ܝܐ܂ܘܐܙܠܬ
,,ܠܝ,
,,ܠܬܘܢܝܘܐܬܪܥܝܬܒܢܦܫܝܕܐܝܕܐ,ܠܬܘܢܝܘܐܬܪܥܝܬܒܢܦܫܝܕܐܝܕܐ
ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ
ܐܡܪܕܠܐ,,ܠܐ,ܠܐ
ܫܡܥܘܗ̇,,ܫܡܥܘܗ̇,
ܠܓܡܪ܂,,ܠܓܡܪ܂,ܠܓܡܪ܂
ܡܛܠܬܗ̇,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
ܢܣܒܬ,,ܢܣܒܬ,ܢܣܒܬ
ܩܪܛܝܣܐܘܟܬܒܬ,,ܐܢܐܐܚܝܩܪܐܓܪܬܐܘܟܬܒܬ܂,ܐܢܐܐܚܝܩܪܐܓܪܬܐܘܟܬܒܬ܂
ܗܟܢ܂,,ܗܟ̣ܢ܂ܡ̣ܢ,ܗܟܢ܂
ܡ̣ܢ,,,ܡܢ
ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ,,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ,ܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ
ܠܣܢܚܪܝܒ,,ܠܣܪܚܕܘܡ,ܠܣܪܚܕܘܡ
ܡܠܟܐܕܐܬܘܪ,,ܡܠܟܐܕܐܬܘܪ,ܡܠܟܐܕܐܬܘܪ
ܘܢܝܢܘܐ,,ܘܢܝܢ̈ܘܐ,ܘܢܝܢܘܐ
ܫܠܡ̈ܐܘܐܝܩܪ̈ܐܬܗܘܐܝܕܥ,,ܫܠܡܐ܂ܕܥ,ܫܠܡܐ܂ܕܥ
ܐܘܐܚܝ,,ܐܘܐܚܝ,ܐܘܐܚܝ
ܕܐܚ̈ܐܡܣܬܢܩܝܢܥܠܐܚܝ̈ܗܘܢ܂,,ܚܒܝܒܐܕܣܢܩܝܢܐܚ̈ܐܠܐܚ̈ܐ,ܚܒܝܒܐܕܣܢܩܝܢܐܚ̈ܐܠܐܚ̈ܐ
ܘܡܠܟ̈ܐ,,ܘܡ̈ܠܟܐܠܡ̈ܠܟܐ܂,ܘܡܠܟ̈ܐ
ܥܠܡܠܟ̈ܐܪ̈ܚܡܝܗܘܢ܂ܘܗܫܐܒܙܒܢܐܗܢܐܗܘ̤ܐܣܘܢܩܐܥܠܢܦܩ̈ܬܐ܂ܘܒܝܬܓܙܝ̈ܐܣܬܦܩܢܢܘܡܙܘܢܐܐܬܒܨܪܠܚܝ̈ܠܘܬܝ܂,,,ܠܡܠܟ̈ܐ܂
,,ܘܗܐܗܟܝܠܒܗܢܐܙܒܢܐܚܣܝܪ,ܘܗܐܗܟܝܠܒܗܢܐܙܒܢܐܚܣܝܪ
,,ܢܦܩ̈ܬܐ,ܢܦ̈ܩܬܐ
,,ܐ̄ܢܐ܂,ܐ̄ܢܐ܂
,,ܘܓܙ̈ܝܘܣܝ̈ܡܬܟ,ܘܓܙܝ̈ܘܣܝܡܬ̈ܝ܂
,,ܓܡܪܘ܂,ܓܡܪܘ܂
ܒܥܐܐ̄ܢܐ,,ܒܥܢܐ,ܒܥܐܐ̄ܢܐ
ܡ̣ܢܐܚܘܬܟ,,ܡ̣ܢܐܚܘܬܟ,ܡ̣ܢܐܚܘܬܟ
ܕܬܬܩܘܠ,,ܕܬܘܙܦ,ܕܬܘܙܦ
ܠܝ,,ܠܝ,ܠܝ
ܬܫܥܡܐܐܟܟܪ̈ܝܢ,,ܬܫܥܡܐܐܟܟܪ̈ܐ,ܬܫܥܡܐܐܟܟܪ̈ܐ
ܕܗܒܐ܂,,ܕܗܒܐ܂,ܕܕܗܒܐ܂
ܘܒܬܪܙܒܢܐܡܕܡ,,ܘܒܬܪܩܠܝܠܙܒܢܐ,ܘܒܬܪܩܠܝܠܙܒܢܐ
ܡܗܦܟܐ̄ܢܐܠܟ,,ܡܗܦܟܐ̄ܢܐܠܟ,ܡܗܦܟܐ̄ܢܐܠܟ
ܐܝܙܦܬܟܗܕܐ܂ܘܥܦܝܬܠܐܓܪܬܐܘܒܨܦܪܐܐܬ̇ܛܝܒܬܩܕܡܘܗܝܕܦܪܥܘܢ܂ܘܦܩܕ,,ܕܗܒܟܕܠܐܬܘܚܪܬܐ܂ܘܟܪܟܬܐܓܪܬܐ,ܕܗܒܟܕܠܐܬܘܚܪܬܐ܂ܘܟܪܟܬܐܓܪܬܐ
,,ܘܐܙܠܬ,ܘܐܙܠ̄ܬ
,,ܠܘܬܦܪܥܘܢܡܠܟܐ܂ܟܢܐܡܪܠܝܐܘܐܚܝܩܪܐܝܬܝܬ,ܠܘܬܦܪܥܘܢܡܠܟܐ܂ܟܢܐܡܪܠܝܐܘܐܚܝܩܪܐܝܬܝܬ
ܠܝ,,ܠܝ,ܠܝ
ܕܐܡܪ,,ܦܘܢܝ,ܦܘܢܝ
ܡܠܬܐ,,ܡܠܬܐ,ܡܠܬܐ
ܕܫܐܠܗ̄ܘ̣ܐ܂ܗܝܕܝܢܐܦܩܬܐܓܪܬܐܘܝܗ̄ܒ̣ܬܗ̇ܠܗܘܟܕܩܪܐܘܗ̇ܬܘܗܘܘܐܬܕܡܪܘܟܠܗܘܢ,,ܕܐܓܪܬܟ܂ܗܝܕܝܢܐܡܪܬܐܝܢܡܪܝ܂ܘܐܦܩܬܠܐܓܪܬܐܘܐܫܠܡܬܗ̇ܒܐܝܕܘ̈ܗܝ܂ܘܟܕܕܝܢ,ܕܐܓܪܬܟ܂ܗܝܕܝܢܐܡܪܬܐܝܢܡܪܝ܂ܘܐܦܩܬܠܐܓܪܬܐܘܐܫܠܡܬܗ̇ܒܐܝܕܘ̈ܗܝ܂ܘܟܕܕܝܢ
,,ܩܪܗ̇,ܩܪܗ
,,ܩܕܡܪܘܪ̈ܒܢܘܗܝܬܡܗܘܘܐܬܕܡܪܘ܂,ܩܕܡܪܘܪ̈ܒܢܘܗܝܬܡܗܘܘܐܬܕܡܪܘ܂
ܘܐܡܪܘ,,ܘܐܡܪܘ,ܘܐܡܪܘ
ܒܫܪܪܐ,,ܕܫܪܝܪܐܝܬ,ܕܫܪܝܪܐܝܬ
ܠܐ,,ܠܐ,ܠܐ
,,ܣܟ,ܣܟ
ܐܫܬܡܥܬܕܐܝܟܗܕܐܡܠܬܐ,,ܐܫܬܡܥܬܕܐܝܟܗܕܐܡܠܬܐ,ܐܫܬܡܥܬܕܐܝܟܗܕܐܡܠܬܐ
ܒܟܠܗܐܘܚܕܢܗ̇ܕܡܨܪܝܢ܂ܗܕܝܢܐܡܪܬܐܫܬܪܪܬܠܐܬܘܪܐܝܙܦܬܐܥܠ,,ܒܡܨܪܝܢ܂ܗܝܕܝܢܐܡܪܬܠܗܘܢܕܚܝ̈ܒ݂ܐܡܕܝܢ,ܒܡܨܪܝܢ܂ܗܝܕܝܢܐܡܪܬܠܗܘܢܕܚܝ̈ܒ݂ܐܡܕܝܢ
ܡܨܪܝܢ,,ܡܨܪܝܢ,ܡܨܪܝܢ
ܘܠܐܠܟܘܢܠܡܦܪܥ܂ܘܟܕܫܡܥܘ,,ܚܘܒܬܐ,ܚܘܒܬܐ
ܗܕܐ,,ܗܕܐ,ܗܕܐ
ܐܬܕܡܪܘܛܒ܂ܘܐܫܬܪܪܬ̤,,ܕܬܦܪܘܥܝܠܐܬܘܪ,ܕܬܦܪܘܥܝܠܐܬܘܪ
,,ܘܢܝܢܘ̈ܐ܂,ܘܢܝܢܘܐ܂
,,ܟܢ,ܟܢ
,,ܩܒܠܘ,ܩܒܠ
ܥܠܝܗܘܢ,,ܥܠܝܗܘܢ,ܥܠܝܗܘܢ
ܐܝܙܦܬܐ,,ܡܨܪ̈ܝܐܕܢܬܠܘܢܚܘܒܬܐ,ܡܨܪ̈ܝܐܕܢܬܠܘܢܚܘܒܬܐ
ܥܗܝܕܬܐ܂,,ܥܗܝܕܬܐ܂,܏ܥ܆ܥܗܝܕܬܐ܆
ܘܐܦܗܢܘܢܩܒܠܘܒܨܒܝܢܗܘܢ܂ܗܝܕܝܢܐܡܪܦܪܥܘܢܒܥܢ̈ܐ,,ܬܘܒܕܝܢܐܡܪܠܝܦܪܥܘܢܡܠܟܐܐܘܐܚܝܩܪ܂ܒܥܐܐ̄ܢܐ,ܬܘܒܕܝܢܐܡܪܠܝܦܪܥܘܢܡܠܟܐܐܘܐܚܝܩܪ܂ܒܥܐܐ̄ܢܐ
ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ,,ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ,ܡܢܟܕܬܒܢܐܠܝܒܝܪܬܐ
ܕܡܝܪܬܐ,,,
ܒܝܬܫܡܝܐ,,ܒܝܬܫܡܝܐ,ܒܝܬܫܡܝܐ
ܠܐܪܥܐܕܒܗܐܕܝܪܟܠܗܘܢܝܘܡܬ̈ܝ܂ܘܪܘܡܗ̇ܢܗܘܐܐܠܦܐܡܝ̈ܢ܂ܦܢܝܬܠܗܦܘܩܕܢܟܢܗܘܐܐܢܐܐܒ̣ܢܐܠܟܐܝܟܕܨܒܝܬ܂,,ܠܐܪܥܐ܂,ܠܐܪܥܐ܂
,,ܘܢܗܘ̤ܐ,ܘܢܗܘܐ
ܒܪܡ,,,
ܚܕܐܐܡܪܐܘܡܪܝܡܠܟܐܒܢܝ̈ܐܘܐܪ̈ܕܟܠܐܡ̣ܢܕܝܠܝܢܗܘܘܢ܂ܐܠܐܟܠܫܐܘܛܝܢܐܘܠܒ̈ܢܐܘܟܐ̈ܦܐܡܢܟܘܢ܂ܦܢܝܦܪܥܘܢܗܟܢܐܢܗܘܐ܂ܘܠܒܬܪܗܕܝܘܡܐ,,ܪܘܡܗ̇ܬܪܝܢܐܠܦܝ̈ܢܐܡܝ̈ܢܒܫܘܝܘܬܐ܂,ܪܘܡܗ̇ܬܪܝܢܐܠܦܝ̈ܢܐܡܝ̈ܢܒܫܘܝܘܬܐ܂
,,ܘܥܢܬ,ܘܥܢܝܬ
,,ܘܐܡܪܬܒܢܐܐ̄ܢܐܠܟܡܪܝܒܝܪܬܐܐܟܡܐܕܦܩܕܬܢܝ܂,ܘܐܡܪܬܒܢܐܐ̄ܢܐܠܟܡܪܝܒܝܪܬܐܐܟܡܐܕܦܩܕܬܢܝ܂
,,ܒܪܡ,ܒܪܡ
,,ܟܐܦ̈ܐܘܓܨܐܘܟܠܫܐܡܢܟ,ܟܐܦ̈ܐܘܓܨܐܘܟܠܫܐܡܢܟ
,,ܢܗܘܘܢ܁,ܢܗܘܘܢ܆
,,ܘܒܢܝ̈ܐܘܐܘܡܢ̈ܐܡܢܝ܂ܘܥܢܐܦܪܥܘܢܘܐܡܪܕܗܟܢܐ,ܘܒܢܝ̈ܐܘܐܘܡܢ̈ܐܡܢܝ܂ܘܥܢܐܦܪܥܘܢܘܐܡܪܕܗܟܢܐ
,,ܢܗܘܐ܂,ܢܗܘܐ
,,ܘܒܗܒܫܥܬܐ,ܘܒܗܒܫܥܬܐ
ܐܦܩܬܢܫܪ̈ܐ,,ܐܦܩܬܢܫܪ̈ܐ,ܐܦܩܬܢܫܪ̈ܐ
,,ܡ̣ܢ,ܡܢ
,,ܓܠܘܣܩ̈ܡܐ܂,ܓܠܘܣܩ̈ܡܐ܂
ܘܐܪܟܒܬ,,ܘܐܪܟܒܬ,ܘܐܪܟܒܬ
ܠܛܠܝ̈ܐܥܠ,,ܠܛ̈ܠܝܐܥܠܚܨܗܘܢ܂,ܠܛܠܝ̈ܐܥܠ
ܚܨ̈ܐܕܢܫܪ̈ܐܘܐܦܪܚܬܐܢܘܢܒܐܐܪܘܛܣܘܘܐܬܥܠܝܘܥܕܡܐܠܗܝܕܠܐܡܬܚܙܝܢܡ̣ܢܐ̄ܢܫܘܫܪܝܘ,,,ܚܨܝ̈ܗܘܢ܂
,,ܘܐܣܪܬ,ܘܐܣܪܬ
,,ܛܘܢܒ̈ܐ,ܛܘܢ̈ܒܐ
,,ܒܪ̈ܓܠܝܗܘܢ܂ܘܦܪܚܘܢܫܪ̈ܐ,ܒܪ̈ܓܠܝܗܘܢ܂ܘܦܪܚܘܢܫܪ̈ܐ
,,ܘܛ̈ܠܝܐ,ܘܛܠܝܐ̈
,,ܟܕ,ܟܕ
ܩܥܝܢ,,ܩܥܝܢ,ܩܥܝܢ
ܘܐܡܪܝܢܐܡܛܘ,,ܘܐܡܪܝܢ܂,ܘܐܡܪܝܢ܇
,,ܓܨܐܘܟܠܫܐ,ܓܨܐܘܟܠܫܐ
,,ܘܟ̈ܐܦܐܡܢܥܘ,ܘܟܐܦ̈ܐܡܢܥ
ܠܢ,,ܠܢ,ܠܢ
ܟܠܫܐܘܟ݂ܐܦ̈ܐܕܢܒܢܐܒܝܪܬܐܠܦܪܥܘܢܡܠܟܐ܂ܡܛܠܕܒܢܝ̈ܐܒܛܐܠܝܢ܂ܘܐܝܬܘܠܢܫܟܪܐܘܚܡܪܐܕܢܫܬܐ܂ܘܟܕܚܙܐܦܪܥܘܢܘܚܐܪ̈ܘܗܝܬܘܗܪ̈ܥܝܢܗܘܢܘܐܬܕܡܪܘ܂ܗܝܕܝܢ,,ܕܐܘܡܢ̈ܝ,ܕܐܘܡܢܝ̈
,,ܡܠܟܐܦܪܥܘܢܘܦܥ̈ܠܐܩܝܡܝܢܘܒܛܠܝܢ܂ܘܨܒܝܢܕܢܒܢܘܢܒܝܪܬܐܠܡܠܟܐܦܪܥܘܢܒܝܬ,ܡܠܟܐܦܪܥܘܢܘܦܥ̈ܠܐܩܝܡܝܢܘܒܛܠܝܢ܂ܘܨܒܝܢܕܢܒܢܘܢܒܝܪܬܐܠܡܠܟܐܦܪܥܘܢܒܝܬ
ܓܝܪ,,,
ܢܣܒܬܫܘܛܐܘܫܪܝܬܡܚܐܐ̄ܢܐܠܚܐܪ̈ܘܗܝܕܡܠܟܐܕܢܡܛܘܢܗܘܡܐܕܫܐܠܝܢܒܢܝ̈ܐܘܩܥܝܬܒܚܝܠܘܬ̈ܝܕܐܦܗܢܘܢܢܡܚܘܢܠܕܒܐܘܙܥܘܪܐܕܢܡܛܘܢܟܠܫܐܘܟܐܦ̈ܐ܂ܘܟܕܚܙܘܕܡܬܡܚܝܢܕܠܐܪ̈ܚܡܐܐܬܓܘܣܘܒܪܗܛܐ܂ܗܝܕܝܢܪܓܙܦܪܥܘܢܘܐܡܪܫܢܝܬܠܟܐܚܝܩܪܡܢܡܫܟܚܕܢܡܛܐ,,ܫܡܝܐܠܐܪܥܐ܂,ܫܡܝܐ܂
,,ܬܘܒܩܥܝܢܗ̄ܘ̣ܘܘܐܡ̇ܪܝܢܕܡܙܘܓܘܘܗܒܘܠܢܚܡܪܐܕܢܫܬܐܐܘܡܨܪ̈ܝܐ܂ܟܕ,ܬܘܒܩܥܝܢܗ̄ܘ̣ܘܘܐܡ̇ܪܝܢܕܡܙܘܓܘܘܗܒܘܠܢܚܡܪܐܕܢܫܬܐܐܘܡܨܪ̈ܝܐ܂ܟܕ
,,ܓܝܪ,
,,ܐܬܒܩܝܘܦܪܥܘܢܘܪܘܪ̈ܒܢܘܗܝܬܗܪܘܣܓܝ܂ܘܢܣܒܐܚܝܩܪ,ܐܬܒܩܝܘܦܪܥܘܢܘܪܘܪ̈ܒܢܘܗܝܬܗܪܘܣܓܝ܂ܘܢܣܒܐܚܝܩܪ
,,ܫܒ̣ܛܐ,ܫܒܛܐ
,,ܘܡܚܐܠܪܘܪ̈ܒܢܝܦܪܥܘܢܐܝܟܢܐܕܢܬܠܘܢܟܐ̈ܦܐܘܓܨܐ,ܘܡܚܐܠܪܘܪ̈ܒܢܝܦܪܥܘܢܐܝܟܢܐܕܢܬܠܘܢܟܐ̈ܦܐܘܓܨܐ
,,ܘܟܠܫܐ܂,ܘܟܠܫܐ܆
,,ܠܒܢ̈ܝܐ܂ܟܕܥܩܬ,ܠܒܢ̈ܝܐ܂ܟܕܥܩܬ
ܠܗܘܢ,,ܠܗܘܢ,ܠܗܘܢ
ܠܪܘܡܐܕܐܝܟܗܢܐܗܘܡܐܕܫܐܠܝܢ܂ܦܢܝܬܘܐܡܪܬܠܗܐܢ̄ܬܘܢܐܢܘܢܫܢ̈ܝܐ܂ܘܐܢܗܘܕܢܗܘܐܗ̄ܘ̣ܐܗܪܟܐܡܪܝܡܠܟܐ,,ܡ̣ܢ,ܡ̣ܢ
,,ܡܚܘ̈ܬܐ,ܡܚ̈ܘܬܐ
,,ܥܪܩܘܠܗܘܢ,ܥܪܩܘܠܗܘܢ
,,ܠܒܝܬܝ̈ܗܘܢ܂,ܠܒܬܝܗ̈ܘܢ܂
,,ܗܝܕܝܢܐܡܪܦܪܥܘܢܐܘܐܚܝܩܪܡܘܢܥܒܕܬܕܝܘܢܐܐܢ̄ܬ܂ܡܢܘܡܨܐܢܡܢܥܗܘ̇ܡܕܡ,ܗܝܕܝܢܐܡܪܦܪܥܘܢܐܘܐܚܝܩܪܡܘܢܥܒܕܬܕܝܘܢܐܐܢ̄ܬ܂ܡܢܘܡܨܐܢܡܢܥܗܘ̇ܡܕܡ
,,ܕܐܡ̇ܪܝܢܒܗ̇ܘ,ܕܐܡܪܝܢܒܗܘ
,,ܪܘܡܐܕܫܡܝܐ܂ܟܢܐܡܪܬܠܗܡܪܝܡܠܟܐܐܠܘܣܪܚܕܘܡܗܪܟܐܢܬܚܙܐ,ܪܘܡܐܕܫܡܝܐ܂ܟܢܐܡܪܬܠܗܡܪܝܡܠܟܐܐܠܘܣܪܚܕܘܡܗܪܟܐܢܬܚܙܐ
,,ܗ̄ܘܐ܂ܬܪ̈ܬܝܢ,ܗ̄ܘܐ܁
ܬܪܬܝܢ,,,ܬܪܬܝܢ
ܒܝܪ̈ܢ,,ܒܝܪ̈ܢ,ܒܝܪ̈ܢ
,,ܒܚܕ,ܒܚܕ
,,ܝܘܡܐ,ܝܘܡܐ
ܒܢܐ,,ܒܢܐ,ܒܢܐ
ܗ̄ܘ̣ܐ,,ܗَܘܐ܂,ܗَܘܐ܁
ܒܚܕ,,,
,,ܟܢܐܡܪܠܝܦܪܥܘܢ,ܟܢܐܡܪܠܝܦܪܥܘܢ
ܝܘܡܐ܂ܦܢܝܦܪܥܘܢܘܐܡܪ,,,
ܦܘܫ,,ܦܘܫ,ܦܘܫ
ܕܫܥܬܐܡ̣ܢܗܕܐ,,ܗܫܐܡ̣ܢܒܢܝܢܐ,ܗܫܐܡ̣ܢܒܢܝܢܐ
ܘܙܠ,,ܘܙܠ,ܘܙܠ
ܠܕܘܟܬܟ,,ܠܬܘܢܟ܂,ܠܬܘܢܟ܂
ܘܡܚܪܬܐ,,ܘܡܚܪܬܐ,ܘܡܚܪܬܐ
ܠܘܬܝ܂ܘܟܕܗܘ̤ܐܨܦܪܐ,,ܠܘܬܝܒܥܓܠ܂,ܠܘܬܝܒܥܓܠ܂
ܐܙܠ̄ܬ,,ܐܙܠܬ,ܐܙܠ̄ܬ
ܠܘܬܗ܂ܘܐܡܪܠܝܐܘ̇ܐܚܝܩܪܐܝܟܢܐ,,ܐܝܟܕܦܩܕܢܝܘܟܢܗܦܟܬܠܘܬܗܘܐܡܪܠܝ܂ܐܘܐܚܝܩܪ܂ܐܝܟܢ,ܐܝܟܕܦܩܕܢܝܘܟܢܗܦܟܬܠܘܬܗܘܐܡܪܠܝ܂ܐܘܐܚܝܩܪ܂ܐܝܟܢ
ܗ̄ܘ,,ܗ̄ܘ,ܗ̄ܘ
ܥܒܕܐܗܢܐ,,ܫܪܒܐ,ܫܪܒܐ
ܕܣܘܣܝܐ,,ܕܣܘܣܝܐ,ܕܣܘܣܝܐ
ܐܘܫܢܐ,,,
ܕܡܪܟ,,ܕܡܪܟ,ܕܡܪܟ
,,ܣܪܚܕܘܡ܂ܬܡ̇ܢ,ܣܪܚܕܘܡ܂ܬܡ̇ܢ
ܨܗܠ,,ܨܗܠ,ܨܗܠ
ܬܡܢ,,,
ܒܐܬܘܪ,,ܒܐܬܘܪ,ܒܐܬܘܪ
ܘܫܡ̈ܥܢ,,ܘܫܡ̈ܥܢ,ܘܫܡܥ̈ܢ
ܣܘ̈ܣܝܬܢܗܪܟܐ,,ܣܘܣܝ̈ܬܢ,ܣܘܣܝ̈ܬܢ
ܩܠܗ,,ܩܠܗ,ܩܠܗ
ܘܝܚ̈ܛܢ܂ܟܕܗܠܝܢܫܡܥܬܢܦܩܬ,,ܘܡܪ̈ܡܝܢܗܪܟܐ܆,ܘܡܪ̈ܡܝܢܗܪܟܐ܆
,,ܗ̇ܝܕܝܢ,ܗܝܕܝܢ
,,ܢܦܩܬܠܒܪܘܐܚܕܬܠܝܫܘܢܪܐܚܕ,ܢܦܩܬܠܒܪܘܐܚܕܬܠܝܫܘܢܪܐܚܕ
ܡܢ,,ܡ̣ܢ,ܡܢ
ܩܕܡܘܗܝܘܐܡܪܬܠܥܒ̈ܕܝܕܢܝܬܘܢܠܝܫܢܘܪܐܚܕ܂ܘܟܕܐܚܕܘܠܝܫܢܘܪܐܦܩܕܬܐܢܘܢܕܢܓܕܘܢܝܗܝܩܫܝܐܝܬ܂ܘܫܪܝܘܢܓܕܝܢܠܗܒܫܒ̈ܛܐܕܠܐܪ̈ܚܡܐ܂ܘܫܡܥܘܡܨܪ̈ܝܐܘܐܘܕܥܘܠܡܠܟܐܥܠܥܒܕܐܗܢܐ܂ܗܝܕܝܢܩܪܢܝ,,ܓܢܬܐ܂,ܓܢܬܐ܂
,,ܘܡܢܓ̣ܕܬ,ܘܡܢܓܕ
,,ܗ̄ܘܝܬ,ܗ̄ܘܝܬ
,,,ܠܗ
,,ܩܕܡܦܪܥܘܢ,ܩܕܡܦܪܥܘܢ
,,ܠܫܘܢ̣ܪܐܗܘ܁,ܠܫܘ̣ܢܪܐܗܘ܆
,,ܥܕܡܐܕܐܙܥܩܘܒܓܢ܂ܘܩܪܢܝܦܪܥܘܢܡܠܟܐ,ܥܕܡܐܕܐܙܥܩܘܒܓܢ܂ܘܩܪܢܝܦܪܥܘܢܡܠܟܐ
ܘܐܡܪ,,ܘܐܡ̣ܪ,ܘܐܡܪ
