162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,ܡܚ̈ܘܢ܀,,ܡܚܘ̈ܬܐ܀٣٧܆ܒܪܝ܂,ܡܚ̈ܘܢ,,ܘܡܚ̈ܘܬܐ܀,ܡܚ̈ܘܢ܂܂ܒܪܝܠܕܬܫܒܘܩܠܚܒܪܟ܇,ܡܚܘ̈ܢ܂
,ܒܪܝ,,,ܒܪܝ,,ܒܪܝ,,ܒܪܝ
,ܠܐܬܫܒܘܩ,,ܠܐܬܫܒܘܩ,ܠܐܬܫܒܘܩ,,ܠܐܬܫܒܘܩ,,ܠܐܬܫܒܘܩ
,ܠܚܒܪܟ,,ܠܚܒܪܟ,ܠܚܒܪܛ,,ܠ,,ܠܚܒܪܟ
,ܕܕܪܟܥܠ,,ܕܕܪܟܥܠ,ܕܕܪܟܥܠ,,ܕܕܪܟܥܠ,ܕܕܪܟܥܠ,ܕܕܪܟܥܠ
,ܪܓܠܟ܉,,ܪܓܠܟ܂,ܪܓܠܟ܆,,ܪܓܠܟ,ܪܓܠܟ܂,ܪܓܠܟ܆
,ܕܕܠܡܐ,,ܕܠܡܐ,ܕܕܠܡܐ,,ܕܠܡܐ,ܕܕܠܡܐ,ܕܕܠܡܐ
,ܢܕܪܘܟ,,ܢܕܪܘܟ,ܢܕܪܘܟ,,ܢܕܪܘܟ,ܢܕܪܘܟ,ܢܕܪܘܟ
,,,ܐܦ,,,ܐܦ,,
,ܥܠ,,ܥܠ,ܥܠ,,ܥܠ,ܥܠ,ܥܠ
,ܨܘܪܟ܀,,ܨܘܪܐ܀٣٨܆ܒܪܝ܂,ܨܘܪܟ܆,,ܨܘܪܟ܀,ܨܘܪܟ܂܂,ܨܘܪܟ܂
,ܒܪܝ,,,ܒܪܝ,,ܒܪܝ,ܒܪܝ,ܒܪܝ
,ܡܚܝܠܓܒܪܐ,,ܡܚܝܠܓܒܪܐ,ܡܚܝܠܓܒܪܐ,,,ܡܚܝܠܓܒܪܐ,ܡܚܝܠܓܒܪܐ
,,,ܚܟܝܡܐܒܡ̈ܠܐܕܚܟܡܬܐ܂,ܚܟܝܡܐ,,,ܚܟܝܡܐ,ܚܟܝܡܐ
,ܒܡܠܬܐ,,,ܒܡܠܬܐ,,,ܒܡܠܬܐ,ܒܡܠܬܐ
,ܚܟܝܡܬܐ܉ܕܬܗܘܐ,,,ܚܟܝܡܬܐ܆,,,ܚܟܝܡܬܐ,ܚܟܝܡܬܐ܇
,,,ܘܬܗܘܐ,ܘܬܗܘܐ,,,ܘܬܗܘܐ,ܘܬܗܘܐ
,,,ܕܝܢ,,,,,
,ܒܠܒܗܐܝܟ,,ܒܠܒܗܐܝܟ,ܒܠܒܗܐܝܟ,,,ܒܠܒܗܐܝܟ,ܒܠܒܗܐܝܟ
,ܐܫܬܐ,,ܐܫܬܐ,ܐܫܬܐ,,,ܐܫܥܐܪܒܝܩܬܐ,ܐܫܬܐ
,ܕܒܩܝܛܐ܂ܕܐܢ,,ܕܩܝܩܬܐ܀٣٩܆ܒܪܝ܆,ܪܩܝܩܬܐ܆ܐܢ,,,,ܪܩܝܩܬܐ܂ܐܢ
,,,ܘܐܢ,,,,ܘܐܢ,
,ܬܡܚܐ,,ܬܡܚܐ,ܬܡܚܐ,,,ܬܡܚܐ,ܬܡܚܐ
,ܠܣܟܠܐ,,ܠܓܒܪܐܣܟܠܐ,ܠܓܒܪܐܣܟܠܐ,,,ܠܓܒܪܐܣܟܠܐ,ܠܓܒܪܐܣܟܠܐ
,,,ܚܘܛܪ̈ܐܣܓܝ̈ܐܬܐ܆ܠܐܡܬܚܟܡ܀٤٠܆ܒܪܝܠܐܬܠܦܠܣܟ̈ܠܐܡ̈ܠܐܕܚܟܡܬܐ܂ܡܛܠܕܐܝܟ,ܪ̈ܒܘ,,,ܪܒܘܚܘܛܪ̈ܝܟ,ܪܒܘܚܘܛܪ̈ܝܟ
,ܚܘܛܪ̈ܝܢ,ܐܢܫ,ܐܢܫ,ܚܘܛܪ̈ܝܢ,,,,
,ܣܓ̈ܝܐܢ,,ܕܡܕܒܩܚܨܦ̈ܐܐܝܬܘܗܝܗܘܕܡܠܦܠܣܟܠܐ܂ܘܡ̈ܠܝܟܫܕܐܠܗܝܢܐܝܟܕܒܪܘܚܐ܀٤١܆ܒܪܝ܆,ܠܐܝܕܥ܆,,,,
,ܠܐ,,ܐܢܡܫܕܪܐܢܬ,,,ܐܢܡܫܕܪܐܢܬ,ܠܐ,ܠܐ
,ܝܕܥ܀,,ܚܟܝܡܐܒܐܘܪܚܐ܆,,,ܚܟܝܡܐܢܬܒܐܘܪܚܐ,ܝܕܥ܂܂ܒܪܝܫܕܪ̈ܠܓܒܪ̈ܐܚܟܝܡ̈ܐ,ܝܕܥ܂
,ܒܪܝܫܕܪ,,ܠܐ,ܒܪܝܫܕܪ,,ܠܐ,,ܒܪܝܫܕܪ
,ܚܟܝܡܐܘܠܐܬܦܩܕܝܘܗܝ܂,,,ܠܓܒܪܐܕܠܐ,,,,ܠܓܒܪܐܕܠܐ
,,,ܬܣܓܐ,ܬܣܓܐ,,ܬܣܓܐ,ܬܣܓܐ,ܬܣܓܐ
,,,ܠܡܦܩܕܘܬܗ܁,ܠܡܦܩܕܘܬܗܘܢ܆,,ܠܡܦܩܕ܆,ܠܡܦܩܕܘܬܗܘܢ,ܠܡܦܩܕܘܬܗܘܢ܂
,ܘܐܢܣܟܠܐܡܫܕܪ,,ܘܐܢܣܟܠܐܡܫܕܪ,ܘܐܢܣܟܠܐܡܫܕܪ,,ܘܐܢܣܟܠܐܡܫܕܪ,ܘܐܢܣܟܠܐܡܫܕܪ,ܘܐܢܣܟܠܐܡܫܕܪ
,ܐܢܬ܉,,ܐܢܬ܆,ܐܢَܬ,,ܐܢܬ܂,ܐܢ̄ܬ܂ܐܢ̄ܬܒܢܦ̱ܫܟ,ܐܢ̈ܬ
,,,,ܒܢܦܫܟ,,,,ܒܢܦܫܟ
,,,,,,ܐܢܬ,,
,,,ܒܩܢܘܡܟ,,,ܒܩܢܘܡܟ,,
,ܙܠ,,ܙܠ,ܙܠ,,ܙܠ,ܙܠ,ܙܠ
,ܐܢܬ,,ܐܢܬ,,,,,
,,,,ܘܠܐ,,ܘܠܗܠܐܬܫܕܪ܀ܒܪܝ,ܘܠܐ,ܘܠܐ
,ܘܠܐܬܫܕܪܝܘܗܝ܀,,ܒܬܪܗ܀٤٢܆ܒܪܝ܂,ܬܫܕܪ܆,,,ܬܫܕܪ܆,ܬܫܕܪ܂
,ܒܪܝܢܣܐ,,ܐܠܦ,ܒܪܝܢܣܐ,,ܐܠܦ,ܒܪܝܢܣܐ,ܒܪܝܢܣܐ
,ܒܪܟ,,ܒܪܟ,ܠܚܒܪܟ,,ܒܪܟ,ܠܚܒܪܟ,ܠܚܒܪܟ
,ܒܠܚܡܐ,,ܝܘܠܦܢܐܘܡܪܕܘܬܐ܂ܘܐܠܦܝܗܝ,ܒܠܚܡܐ,,ܝܘܠܦܢܐܘܡܪܕܘܬܐ܂ܘܐܠܦܝܗܝ,ܒܠܚܡ̈ܐܘܡܝ̈ܐ܂,ܒܠܚܡܐ
,ܘܒ̈ܡܝܐ܂,,ܡܛܟܣܘܬܐ܂,ܘܚܡܪܐ,,ܛܟܣܘܬܐ,,ܘܚܡܪܐ܆
,ܘܗܝܕܝܢ,,ܘܗܝܕܝܢ,ܘܗܝܕܝܢܐܫܠܡ,,ܘܗܝܕܝܢ,ܘܗܝܕܝܢܐܫܠܡ,ܘܗܝܕܝܢܐܫܠܡ
,ܬܫܒܘܩ,,ܫܒܘܩ,,,ܫܒܘܩ,ܒܐܝܕܘܗ̈ܝܢܟܣܝܟ̈ܘܩܢܝܢ̈ܝܟ܂܂,
,ܒܐܝܕܘ̈ܗܝ,,ܒܐܝܕ̈ܘܗܝ,ܒܐܝܕܘ̈ܗܝ,,ܩ̈ܢܝܢܝܟܟܣܝܟܒܐܝܕ̈ܘܗܝ܀ܒܪܝ,,ܒܐܝܕ̈ܘܗܝ
,ܩܢ̈ܝܢܝܟܘܢܟܣܝ̈ܟ܀,,ܢܟܣ̈ܝܟ,ܢܟܣ̈ܝܟ,,,,ܢܟܣܝ̈ܟܘܩܢܝܢ̈ܝܟ܂
,,,ܘܩܢܝܢܟ܀٤٣܆ܒܪܝ܂ܡܢܡܫܬܘܬܐ܆ܩܕܡܝܐܦܛܪ܆,ܘܩܢܝܢ̈ܝܟ܀,,,,
,ܒܪܝܡܢܡܫܬܘܬܐ,,,ܒܪܝܡܢܡܫܬܘܬܐ,,,ܒܪܝܡܢܡܫܬܘܬܐ,ܒܪܝܡܢܡܫܬܘܬܐ
,ܩܕܡܝܐ,,,ܩܕܡܝܐ,,ܩܕܡܝܐ,ܩܕܡܝܬܐ,ܩܕܡܝܐ
,ܦܛܪ܉ܘܠܐܬܟܬܪܠܡܫܚܢ̈ܝܢ,,,ܦܘܩ܆,,ܘܩܡܢܡܫܬܘܬܐ܂,ܦܘܩ܂,ܦܘܩ܂
,,,ܘܠܐܬܩܘܐܠܡܡܫܚ,ܘܠܐܬܩܘܐܠܡܡܫܚ,,ܘܠܐܬܩܘܐܠܡܡܫܚ,ܘܠܐܬܩܘܐܠܡܡܫܚ,ܘܠܐܬܩܘܐܠܡܡܫܚ
,,,ܡܫܚܢ̈ܝܢܒܣܝܡܝܢ,ܡܫ̈ܚܐܒܣ̈ܝܡܐ܆,,ܫܚ̈ܢܝܢܒܣ̈ܝܡܝܢ܂,ܡܫܚܢ̈ܐ,ܡܫܚܢ̈ܐ
,ܒܣܝܡ̈ܐ܂,,,,,,ܒܣܝܡ̈ܐ܂,ܒܣܝܡ̈ܐ܂
,ܕܠܡܐ,,ܕܠܡܐ,ܕܠܡܐ,,ܕܠܡܐ,ܕܥܡܐ,ܕܠܡܐ
,ܢܗܘ̈ܝܢ,,ܢܗܘ̈ܝܢ,ܢܗܘܘܢ,,ܢܗ̈ܘܝܢ,ܢܗܘ̈ܝܢ,ܢܗܘܘܢ
,ܠܟ,,ܠܟ,ܠܟ,,ܠܟ,ܨܘ̈ܠܦܬܐ܂,ܠܟ
,,,ܨܘܠܦ̈ܬܐ,ܨܘ̈ܠܦܬܐ܆,,ܨܘ̈ܠܒܬܐ,,ܨܘܠܦܬ̈ܐ܂
,,,ܒܪܝܫܟ܀,,,ܒܪܝܫܟ܀,,
,,,٤٤܆ܒܪܝ܆,,,ܒܪܝ,,
,,,ܠܡܢ,,,ܠܡܢ,,
,,,ܕܘܘܕܐܘܠܡܢ,,,ܘܕܐܠܡܢ,,
,ܨܘ̈ܠܦܬܐ,,,,,ܨܘ̈ܠܦܬܐ,,
,ܒܪܫܟ܀,,,,,ܠܡܢ,,
,ܒܪܝܡܢ,,ܘܝܐ܂,ܒܪܝܡܢ,,ܘܝܐ܂,ܒܪܝܡܢ,ܒܪܝܡܢ
,,,ܘܠܡܢܨܘܠܦܬܐܘܡܨܘ̈ܬܐܘܚܪ̈ܝܢܐ܂ܐܠܐ,,,,,
,,,ܠܐܝܠܝܢܕܡܘܚܪܝܢ,,,ܠܐܝܠܝܢܕܡܘܚܪܝܢ,,
,,,ܘܠܡܣܓܐܝܘ,,,ܒܚܡܪܐܠܡܣܓܝܘ,,
,,,ܠܡܫܬܐܚܡܪܐ܂ܘܠܐܝܠܝܢ,,,ܠܡܫܬܐܚܡܪܐ܂ܘܠܐܝܠܝܢ,,
,,,ܕܡܥܩܒܝܢܐܝܟܐ,,,ܡܥܩܒܝܢ,,
,,,ܕܐܝܬܡܫܬܝܐ܀,,,ܕܐܝܬܡܫܬܝܐ܀,,
,,,܂܂܂܂܂܂܂٤٥܆ܒܪܝ܂,,,ܒܪܝ,,
,ܕܐܝܕܗܡܠܝܐ,,,ܕܐܝܕܗܡܠܝܐ,,ܕܐܝܕܗܡܠܝܐ,ܕܐܝܕܗܡܠܝܐ,ܕܐܝܕܗܡܠܝܐ
,ܡܬܩܪܐ,,,ܡܬܩܪܐ,,ܡܬܩܪܐ,ܡܬܩ̱ܪܐ,ܡܬ܂ܩܪܐ
,ܚܟܝܡܐܘܡܝܩܪܐ܂,,,ܚܟܝܡܐ܆,,ܚܟܡܐܝܬܪܐܒܥܠܡܐ܂,ܚܟܝܡܐ܂,ܚܟܝܡܐ܂
,ܘܡܢܕܐܝܕܗ,,,ܘܡܢܕܐܝܕܗ,,ܘܡܢܕܐܝܕܗ,ܘܡܢܕܐܝܕܗ,ܘܡܢܕܐܝܕܗ
,ܚܣܝܪܐ,,,ܣܦܝܩܐܡܬܩܪܐ,,ܦܝܩܐܘܠܐܩܢܐܡܕܡ,ܣܦܝܩܐܡܬܩܪܐ,ܣܦܝܩܐܡܬܩܪܐ
,ܡܬܩܪܐ,,,ܣܟܠܐ,,ܡܬܩܪܐ,ܣܟܠܐ,ܣܟܠܐ܂ܕܐܢܫܐܡܣܟ̈ܢܐܠܐܡܝܩܪܝܟܠܗ܂
,ܡܣܟܠܢܐܘܫܦܠܐ܀ܒܪܝܛܥܢܬܡܠܚܐܘܗܦܟܬܐܒܪܐ܂,,,ܕܐَܢܫܐܡܣܟܢܐ,,ܡܣܟܢܐܘܫܝܛܐܘܒܢܝܢܫܐ,ܕܐ̄ܢܫ̈ܐܠܐܡܩܪܝܢܠܗ܂܂,
,,,,ܠܐܡܝܩܪܝܢ,,ܠܐܡܝܩܪܝܢ,,
,,,,ܠܗ܆,,ܠܗ܀,,
,,,,ܒܪܝܐܟܠܬ,,ܒܪܝܐܟܠܬ,ܒܪܝܐܟܠܬ,ܒܪܝܐܟܠܬ
,,,,ܕܡܪܝܪ̈ܢ܆,,ܕܡܪܝܪܢ,ܕܡܪܝܪܢ,ܕܡܪܝܪ̈ܢ܆
,,,,ܘܒܠܥܬ,,ܘܒܠܥܬ,ܘܒܠܥܬ,ܘܒܠܥܬ
,,,,ܕܥܠܘܒܢ܇,,ܥܠܝܩܢ܂,ܕܥܠܘܩܝ̈ܢ,ܕܥܠܘܩ̈ܢ܆
,ܘܠܐܚܙܝܬ,,,ܘܠܐܐܫܟܚܬ,,ܘܠܐܚܙܝܬ,ܘܠܐܐܫܟܚܬ,ܘܠܐܐܫܟܚܬ
,ܕܝܩܝܪܡܢܚܘܒܬܐܕܢܦܪܘܥܐ̄ܢܫܟܕܠܐܝܙܦ܀,,,,,ܡܕܡ,,
,,,,ܕܡܪܝܪܡܢ,,ܕܡܪܝܪܡܢ,ܕܡܪܝܪܡܢ,ܕܡܪܝܪܡܢ
,,,,ܡܣܟܢܘܬܐ,,ܡܣܟܢܘܬܐ܀,ܡܣܟܢܘܬܐ܂܂,ܡܣܟܢܘܬܐ܂
,ܒܪܝ,,,ܒܪܝ,,ܒܪܝ,ܒܪܝ,ܒܪܝ
,ܛܥܢܬ,,ܛܥܢܬ,ܛܥܢܬ,,ܛܥܢܬ,ܛܥܢܬ,ܛܥܢܬ
,ܦܪܙܠܐ,,ܦܪܙܠܐ,,,ܦܪܙܠܐ,,
,,,,ܐܒܪܐ,,,ܐܒܪܐ,ܐܒܪܐ
,ܘܗܦܟܬ,,ܘܗܦܟܬ,ܘܐܗَܦܟܬܦܪܙܠܐ܆,,ܘܗܦܟܬ,ܘܐܚܦܟܬ,ܘܬܗܦܟܬܦܪܙܠܐ܂ܠܐ
,,,,,,,ܦܪܙܠܐ,
,ܟܐ̈ܦܐ܂ܘܠܐܝܩܪܘ,,ܟܐܦ̈ܐ,,,ܛܥܢܬ,,
ܐܒܪܐ,,,,,,ܐܒܪܐ,,
ܘܦܪܙܠܐܥܡ,,,ܘܠܐ,ܘܠܐ,,ܘܠܐ,ܘܠܐ,
,,,ܝܩܪ,ܝܩܪ,,ܐܝܩܪ,ܝܩܪ,ܝܩܪ
,ܥܠܝ,,ܥܠܝ,ܥܠܝܟ,,ܥܠܝ,ܥܠܝ,ܥܠܝ
,ܐܝܟ,,ܐܝܟ,ܐܝܟ,,ܐܝܟ,ܐܝܟ,ܐܝܟ
,ܓܒܪܐܕܝܬܒ,,ܓܒܪܐܕܝܬܒ,ܚܘܒܬܐ,,ܕܢܬܒ,ܚܘܒܬܐ,ܚܘܒܬܐ܂
,,,,ܕܢܚܘܒ,,,ܕܢܚܘܒ,ܕܢܚܘܒ
,,,,ܐَܢܫ܆,,ܐܢܫ,ܐ̄ܢܫ,ܐܢܫ
,ܒܝܬ,,ܒܝܬ,ܕܠܐܐܟܠܘܠܐ,,ܒܝܬ,ܕܠܐܐܟܠܘܠܐ,ܕܠܐܐܟܠܘܠܐ
,ܚܡܘܗܝ܀ܒܪܝܐܠܦ,,ܚܡܗ̈ܘܗܝ܀٤٦܆ܒܪܝ܂,ܐܫܬܝ܆,,ܚܡܘܗܝܘܢܓܚܟ܀,ܐܫܬܝ܂܂,ܐܫܬܝ܂ܒܪܝ
,,,,ܒܪܝ,,ܒܪܝ,ܒܪܝ,
,,,ܐܠܦܒܪܟ,ܐܠܦܒܪܟ,,ܐܠܦܒܪܟ,ܐܠܦܒܪܟ,ܐܠܦܒܪܟ
,ܟܦܢܐ,,ܟܦܢܐ,ܟܦܢܐ,,ܟܦܢܐ,ܟܦܢܐ,ܟܦܢܐ
,ܘܨܗܝܐ,,ܘܨܗܝܐ܂,ܘܨܗܝܐ,,ܘܨܗܝܐ,ܘܨܗܘܐ܂,ܘܨܗܝܐ܂
,ܠܒܪܟ܉,,,ܘܐܝܟ,,,ܘܐܝܟ,ܘܐܝܟ
,ܕܐܝܟ,,ܕܐܝܟ,,,ܕܐܝܟ,,
,ܕܚܙܝܐ,,ܕܚܙܝܐ,ܕܚܙܝܐ,,ܕܝ,ܕܚܙܝܐ,ܕܚܙܝܐ
,ܥܝܢܗ,,ܥܝܢܗ܆ܗܟܢܐ,ܥܝܢܗ,,ܥܝܢܗ,ܥܝܢܗ,ܥܝܢܗ
,,,,ܗܟܢ,,ܗܟܢ,ܗܟܢ,ܗܟܢ
,ܢܕܒܪ,,ܢܕܒܪ,ܢܕܒܪ,,ܢܕܒܪ,ܢܕܒܪ,ܢܕܒܪ
,ܒܝܬܗ܀,,ܒܝܬܗ܀,ܒܝܬܗ܆,,ܒܝܬܗ܀,ܒܝܬܗ܂܂,ܒܝܬܗ܂
,ܒܪܝ,,٤٧܆ܒܪܝ܂,ܒܪܝܛܒ,,ܒܪܝ,ܒܪܝ,ܒܪܝܛܒ
,ܛܒ,,ܛܒ,,,ܛ,ܛܒ,
,ܥܘܝܪ,,,,,,ܥܘܝܪ,
,ܡܢ,,,,,,,
,ܗܘ,,ܗܘ,,,ܗܘ,,
,ܕܥܘܝܪܒܠܒܗ܂,,,,,,,
,,,ܥܘܝܪ,ܥܘܝܪ,,ܥܘܝܪ,,ܥܘܝܪ
,ܥܘܝܪ,,,,,,,
,,,ܥܝܢ̈ܐ,ܥܝܢ̈ܐ,,ܥܝܢܐ,,ܥܝܢ̈ܐ
,,,ܡܢܥܘܝܪ,ܡܢܥܘܝܪ,,ܡܢܥܘܝܪ,,ܡܢܥܘܝܪ
,,,ܠܒܐ܂,ܠܒܐ܆,,ܠܒܐ܂,,ܠܒܐ܂
,,,ܡܛܠ,,,ܡܛ,,
,,,ܕܥܘܝܪ,,,ܕܥܘܝܪ,,
,ܥܝ̈ܢܐ,,ܥܝ̈ܢܐ,,,ܥܝܢܐ,ܥܝ̈ܢܐ,
,ܕܝܢ܉,,ܠܝܓܠܝܓܢܚܠܦ,,,ܠܝܓܠܝܓܢܚܠܦ,,
,,,ܐܘܖܚܐ,,,ܐܘܪܚ,,
,,,ܘܐܙܠ܂,,,ܘܐܙܠ܂,,
,,,,ܥܘܝܪ,,ܥܘܝܪ,,ܥܘܝܪ
,,,,ܥ̈ܝܢܐ,,,,ܥܝܢ̈ܐ
,,,,ܕܝܢ,,,ܕܝܢ,ܕܝܢ
,ܒܥܓܠ,,,ܒܥܓܠ,,,ܒܪܓܠ,ܒܥܓܠ
,ܝܠܦܐܘܪܚܐܘܐܙܠ,,,ܝܠܦܐܘܪܚܐܘܐܙܠ,,,ܝܠܦܐܘܪܚܐܘܐܙܠ,ܝܠܦܐܘܪܚܐܘܐܙܠ
,,,,ܒܗ,,,ܘܐܬܐ,ܒܗ
,ܒܗ܂,,,ܘܐܬܐ܆ܘܥܘܪ,,,ܒܗ܂,ܘܐܬܐ܂
,ܘܥܘܝܪ,,ܘܥܘܝܪ,,,,ܘܥܘܝܪ,ܘܥܘܝܪ
,ܠܒܐ,,ܠܒܐ܆,ܠܒܐ,,ܠܒܐ,ܠܒܐ,ܠܒܐ
,ܫܒܩ,,ܫܒܩ,ܫܒܩ,,ܫܒܩ,ܫܒܩ,ܫܒܩ
,ܐܘܪܚܐ,,ܐܘܪܚܐ,,,ܐܘܪܚܬܪܝܨܐ,ܐܘܪܚܐ,
,ܬܪܝܨܬܐ,,ܬܪܝܨܬܐ,ܬܪܝܨܬܐ,,,ܬܪܝܨܬܐ܂,ܬܪܝܨܬܐ
,ܘܐܙܠ,,ܘܐܙܠ,ܘܐܙܠ,,ܘܐܙܠ,ܘܐܙܠ,ܘܐܙܠ
,ܒܬܘܫܐ܀,,ܒܡܥܩܡܬܐ܀٤٨܆ܒܪܝ܂,ܒܡܥܩܡܬܐ܆,,ܒܡܥܩܘܥܬܐ܀ܒܪܝܛ,ܒܡܥܩܡܬܐ,ܒܡܥܩܡܬܐ܂
,ܒܪܝ,,,ܒܪܝ,,,ܒܪܝ,ܒܪܝ
,ܛܒ,,ܛܒ,ܛܒ,,,ܛܒ,ܛܒ
,ܪܚܡܐ,,ܪܚܡܐ,ܫܒܒܐ,,ܪܚܡܐ,ܫܒܒܐ,ܫܒܒܐ
,ܕܩܪܝܒ܂,,ܕܩܪܝܒ܆,ܕܩܪܝܒ,,ܕܩܪܝܒ,ܕܩܪܝܒ,ܕܩܪܝܒ
,ܡܢܐܚܐ,,ܡܢܐܚܐ,ܡܢܐܚܐ,,ܡܢܐܚܐ,ܡܢܐܚܐ,ܡܢܐܚܐ
,ܕܪܚܝܩ܂,,ܕܪܚܝܩ܀٤٩܆ܛܒܐ,ܕܪܚܝܩ܆,,ܕܪܚܝܩunclearܒܪܝܛܒܗܘܡܘܬܐ,ܕܪܚܩ܂ܛܒ,ܕܪܚܝܩ܂
,ܘܛܒ,,,ܘܛܒ,,,,ܘܛܒ
,ܫܡܐܛܒܐܡܢ,,,ܫܡܐܛܒܐܡܢ,,,ܫܡܐܛܒܐܡܢ,ܫܡܐܛܒܐܡܢ
,ܫܘܦܪܐܣܓܝܐܐ܂,,,ܫܘܦܪܐ܆,,,ܫܘܦܪܐ܂,ܫܘܦܪܐ܂
,ܡܛܠܕܫܡܐܛܒܐ,,,ܡܛܠܕܫܡܐܛܒܐ,,,ܡܛܠܕܫܡܐܛܒܐ,ܡܛܠܕܫܡܐܛܒܐ
,ܩܐ݂ܡܠܥܠܡ܂,,,ܩܐܡ܆,,,ܩܐܡ,ܩܐܡ܂
,ܘܫܘܦܪܐ,,,ܘܫܘܦܪܐ,,,ܘܫܘܦܪܐ,ܘܫܘܦܪܐ
,ܒܠܐܘܡܬܚܒܠ܀,,,ܡܬܚܒܠ܆ܒܪܝܛܒܗَܘ,,,ܡܬܚܒܠ܂܂ܒܪܝܛܒ,ܡܬܚܒܠ܂
,ܒܪܝܛܒܘ,,,,,,,ܒܪܝܛܒܘ
,ܡܘܬܐܡܢ,,,ܡܘܬܐܡܢ,,,ܡܘܬܐܡܢ,ܡܘܬܐܡܢ
,ܚܝ̈ܐ܉,,,ܚܝ̈ܐ,,,ܘܡܢܚܝܐ,ܚܝ̈ܐ
,,,,ܠܓܒܪܐܕܢܚܫܐܠܝܬܠܗ܆,,,,
,,,,ܘܛܒܩܠܐ,,,,
,,,,ܕܐܘ̈ܠܝܬܐ,,,,
,ܠܓܒܪܐ,,,ܠܓܒܪܐ,,ܠܓܒܪܐ,ܠܓܒܪܐ,ܠܓܒܪܐ
,ܕܢܝܚܐ,,,,,ܕܢܝܚܐ,,ܕܢܝܚܐ
,ܠܝܬܠܗ܂,,,,,ܠܝܠܗ܀ܒܪܝܛܒ,,ܠܝܬܠܗ܂
,,,,,,,,ܘܛܒܩܠܐ
,ܘܛܒܘ,,,,,,,
,ܩܠܐ,,,,,ܩܠܐ,,ܕܐܘܠܝܬ̈ܐܠܓܒܪܐ
,ܕܐܘܠ̈ܝܬܐܒܐܕ̈ܢܝܣܟܠܐ܉ܡܢܙܡܪܐ,,,,,ܕܐܘܠܝܬܐܒܐܕܢ̈ܐܢ̈ܫܐ,,
,,,,ܕܐܝܬܒܗ,,ܕܐܝܬܒܗ,ܕܐܝܬܒܗ,ܕܐܝܬܒܗ
,,,,ܠܒܐ܆,,ܠܒܐ܂,ܠܒܐ,ܠܒܐ܂
,,,,ܡܢ,,ܡܢ,ܡܢ,ܡܢ
,,,,ܩܠܐܕܙܡܪܐ,,ܩܠܙܡܪ,ܩܠܐܕܙܡܪܐ,ܩܠܐܕܙܡܪܐ
,ܘܚܕܘܬܐ܀,,,ܘܕܚܕܘܬܐ܆,,ܘܚܕܘܬܐ܀,ܡܢܚܕܘܬܐ܂܂ܒܪܝܛܒܐܗܝ,ܘܕܚܕܘܬܐ܂
,ܒܪܝܛܒܐ,,,ܛܒ,,ܛܒ,,ܒܪܝܛܒܐ
,,,,ܗَܝܟܪܟܐ,,,,ܗ̄ܝܒܪܟܐ
,ܟܪܥܐ,,ܟܪܥܐ,,,ܟܪܥܐ,ܟܪܥܐ,
,ܕܒܐܝܕܟ܉,,ܒܐܝܕܟ,ܕܐܝܕܟ,,ܕܒܐܝܕܟ,ܕܐܝܕܟ,ܕܐܝܕܟ
,,,,,,,,ܟܪܥܐ
,ܡܢ,,ܡܢ,,,ܡܢ,,
,ܙܦ̮ܬܐ,,,ܡܢ,,unclear,ܡܢ,ܡܢ
,,,ܘܙܐ,ܘܙܐ,,,ܘܙܐ,ܘܙܐ
,ܒܩܕܪܐ,,ܕܒܩܕܪܐ,ܒܩܕܪܐ,,ܕܒܩܕܪܐ,ܒܩܕܪܐ,ܒܩܕܪܐ
,ܕܐܚܪ̈ܢܐ܂,,ܕܐܚܪܢܐ܂,ܕܐَܚܪ̈ܢܐ܆ܒܪܝܛܒܐܗَܝ,,ܕܐܚܪܢܐ܀,ܕܐܚܪܢܐ܂܂,ܕܐܚܪ̈ܢܐ܂
,ܘܛܒܐ,,ܘܛܒܐ,,,ܒܪܝܛܒܐ,ܒܪܝܛܒܐ,ܒܪܝܛܒܐ
,,,,,,,ܗ̄ܝ,ܗ̄ܝ
,ܢܩܝܐ,,ܢܩܝܐ,ܢܩܝܐ,,ܢܩܝܐ,ܢܩܝܐ,ܢܩܝܐ
,ܕܩܪܝܒܐ܉ܡܢܬܘܪܬܐܕܪܚܝܩܐ܂,,ܕܩܪܝܒܐ,ܕܩܪܝܒܐ,,ܕ,ܕܩܪܝܒܐ,ܕܩܪܝܒܐ
,,,ܡܢܬܘܪܐ,ܡܢܬܘܪܐ,,ܡܢܬܘܪܐ,ܡܢܬܘܪܐ,ܡܢܬܘܪܐ
,,,ܕܪܚܝܩ܂,ܕܪܚܝܩ,,ܕܪܚܝܩ܀ܘܛܒ,ܕܪܚܝܩ܂,ܕܪܚܝܩ܂
,ܘܛܒܐ,,ܘܛܒܐ,ܘܛܒܐ,,,ܘܛܒܐ,ܛܒܐܗ̄ܝ
,ܚܕܐ,,,,,,,
,ܨܦܪܐ,,ܨܦܪܐ,ܨܦܪܐ,,ܨܦܪܐ,ܨܦܪܐ,ܨܦܪܐ
