433,Sachau_336
ܠܙܠܝܩܘ̈ܗܝ܂ܘܬܘܒܐܡܪܠܝ܂ܙܠ,ܠܙܠܝܩܘ̈ܗܝ܂ܘܬܘܒܐܡܪܠܝ܂ܙܠ
ܐܒܝܩܡ܂,ܐܒܝܩܡ
ܘܠܨܦܪܐ,ܘܠܨܦܪܐ
,ܕܝܘܡܐ
ܬܐ,ܬܐ
ܠܘܬܝ܂,ܠܘܪܝ܂
ܟܕܦܩܕܠܪܘܪ̈ܒܢܘܗܝ,ܟܕܦܩܕܠܪܘܪ̈ܒܢܘܗܝ
ܕܢܫܚܠܦܘܢܠܒܘܫܝ̈ܗܘܢ܂ܘܦܩܕܦܪܥܘܢܠܪ̈ܘܪܒܢܘܗܝܕܢܫܚ̱ܠܦܘܢܠܒܘܫܝܗ̈ܘܢ܂ܕܠܡܚܪܠܒܫܘ,ܕܠܡܚܪܠܡܠܒܫ
ܠܒܘܫ̈ܐܐܘܟܡ̈ܐܘܬܪ̈ܥܝܗܝܟܠܐܢܬܟܣܣܘܢ,ܠܒܘܫ̈ܐܐܘܟܡ̈ܐܘܬܪ̈ܥܝܗܝܟܠܐܢܬܟܣܣܘܢ
ܐܘܟܡ̈ܐ,ܘܟܡ̈ܐ
ܘܬܘܠܥܐ܂ܘܡܠܟܐܠܒܫ,ܘܬܘܠܥܐ܂ܘܡܠܟܐܠܒܫ
ܠܒܘܫܐܬܘܠܥܐ܂ܟܕܦܩܕܦܪܥܘܢܕܢܥܘܠܐܚܝܩܪ,ܠܒܘܫ̈ܐܕܬܘܠܥܐ܂ܟܕܦܩܕܦܪܥܘܢܕܢܥܘܠܐܒܝܩܡ܂
ܘܥܠܬ,ܘܥܠܬ
ܩܕܡܝ,
ܘܐܡܪܠܝܠܡܘܢܕܡܐ,ܘܐܡܪܠܝܠܡܘܢܕܡܐ
ܐ̄ܢܐܐܒܝܩܡ܂ܘܪ̈ܘܪܒܢܝܠܡܘܢܕܡܝܢ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂ܕܡܐܐܢ̄ܬ,ܐَܢܐܐܒܝܩܡ܂ܠܘܪܘܪ̈ܒܢܝܠܡܘܢܕܡܝܢ܂ܘܐܡܪܬܠܗܕܡܐܐܢَܬ
ܡܠܟܐܠܣܗܪܐ,ܡܠܟܐܠܣܗܪܐ
ܘܪ̈ܘܪܒܢܝܟ,ܘܪܘܪܒܢܝܟ
ܠܟܘܟܒ̈ܐ܂ܘܐܡܪܠܝܙܠܐܒܝܩܡܘܠܨܦܪܐܬܐܠܘܬܝ܂,ܠܟܘܟܒ̈ܐ܂ܘܐܡܪܠܝܙܠܐܒܝܩܡܘܠܨܦܪܐܬܐܠܘܬܝ܂
ܘܟܕ,ܟܕ
ܦܩܕܦܪܥܘܢ,ܦܩܕܦܪܥܘܢ
ܠܪ̈ܘܪܒܢܘܗܝܕܠܡܚܪܠܒܘܫܘܠܒܘܫ̈ܐ܆ܕܨܘܒܥܗܝܢ,ܠܪܘܪ̈ܒܢܘܗܝܕܠܡܚܪܕܢܠܒܫܘܢܠܒܘܫ̈ܐܐَܚܪ̈ܢܐܕܨܘܒܥِܗܝܢ
ܡܦܬܟ̈ܐܕܟܠ,ܡܦܬܟ̈ܐܕܟܠ
ܓܘܢ̈ܝܢ,ܓܘܢܝ̈ܢ
ܘܬܪ̈ܥܝܗܝܟܠܐ,ܘܬܪ̈ܥܝܗܝܟܠܐ
ܢܬܟܣܘܢܣܘܡܩ̈ܐ,ܢܬܟܣܣܘܢܣܘܡ̈ܩܐ܂
ܦܬܝ̈ܟܐ܂ܘܡܠܟܐܠܒܫܠܒܘܫܝ̈,ܦܬܝ̈ܟܐ܂ܘܡܠܟܐܠܒܫܠܒܘܫܝ̈
ܡܝ̈ܠܬܐܟܕܦܩܕܦܪܥܘܢܕܢܥܘܠ,ܡܝ̈ܠܬܐ܂ܟܕܦܩܕܦܪܥܘܢܕܢܥܘܠܐܚܝܩܪ
ܐܚܝܩܪ܂ܘܥܠܬܘܥܢܐܘܐܡܪܠܝ܂ܠܡܘܢܕܡܐ,ܐܚܝܩܪ܂ܘܥܠܬܘܥܢܐܘܐܡܪܠܝ܂ܠܡܘܢܕܡܐ
ܐ̄ܢܐ܂ܘܪ̈ܘܪܒܢܝ,ܐَܢܐ܂ܘܪܘܪ̈ܒܢܝ
ܠܡܘܢܕܡܝܢ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂ܕܡܐ,ܠܡܘܢܕܡܝܢ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂ܕܡܐ
ܐܢ̄ܬܠܢܝܣܢܘܪ̈ܘܪܒܢܝܟܠܗܒܒ̈ܘܗܝ܂,ܐܢَܬܠܢܝܣܢ܂ܘܪܘܪ̈ܒܢܝܟܠܗܒܒܘܗ̈ܝ
ܟܕܫܡܥܡܠܟܐܣܓܝ,ܟܕܫܡܥܡܠܟܐܣܓܝ
ܚܕܘܬܐܐܬܡ̱ܠܝ܂,ܦܨܚ܂ܘܚܕܘܬܐܐܬܡِܠܝ܂
ܘܐܡܪܠܝܐܒܝܩܡ܂ܚܕܐܙܒܢܕܡܝܬܢܝܠܒܝܠ,ܘܐܡܪܠܝܐܒܝܩܡ܂ܚܕܐܙܒܢܕܡܝܬܢܝܠܒܝܠ
ܘܪ̈ܘܪܒܢܝܠܟܘܡܪ̈ܘܗܝ܂,ܘܪܘܪ̈ܒܢܝܠܟܘܡ܏ܪܠܟܘܡܪܐ܇
ܘܬܪ̈ܬܝܢܕܡܝܬܢܝ,ܘܬܪ̈ܬܝܢܕܡܝܬܢܝ
ܠܣܗܪܐܘܪ̈ܘܪܒܢܝ,ܠܣܗܪܐ܂ܘܪܘܪ̈ܒܢܝ
ܠܟܘܟܒ̈ܐ܂ܘܕܬܠܬܕܡܝܬܢܝܠܢܝܣܢ,ܠܟܘܟܒ̈ܐ܂ܘܕܬܠܬܕܡܝܬܢܝܠܢܝܣܢ
ܘܪ̈ܘܪܒܢܝܠܗܒܒܘܗ̈ܝ,ܘܪܘܪ̈ܒܢܝܠܗܒܒܘ̈ܗܝ܂
ܘܡܟܝܠܐܡܪܠܝ,ܘܡܟܝܠܐܡܪܠܝ
ܣܪܚܕܘܡ,ܣܪܚܕܘܡ܂
ܡܪܟܠܡܘܢ,ܡܪܟܠܡܘܢ
ܕܡܐ܂,ܕܡܐ
ܟܕܡܦܢܐܐܚܝܩܪܠܦܪܥܘܢ,ܟܕܡܦܢܐܐܚܝܩܪܠܦܪܥܘܢ
ܬܬܓܡܐ܂,ܦܬܓܡܐ
ܗܝܕܝܢܥܢܝܬܘܐܡܪܬ,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬ
ܘܐܡܪܬܠܗ܂,ܠܗ
ܚܣܠܟܡܠܟܐܕܠܣܪܚܕܘܡܡܪܝ,ܚܣܠܟܡܠܟܐܕܠܣܪܚܕܘܡܡܪܝ
ܐܬܕܟܖ,ܬܬܕܟܪ
ܟܕܝܬܒ,ܟܕܝܬܒ
ܐܢ̄ܬ܂,ܐܢَܬ܂
ܡܛܠܕܡܪܝ,ܡܛܠܕܡܪܝ
ܕܝܠܝܣܪܚܕܘܡ,ܡܠܟܐܣܪܚܕܘܡ܂
ܕܡܐܠܐܠܗܝ,ܕܡܐܠܐܠܗܝ
ܫܡܝܐܘܪ̈ܘܪܒܢܘܗܝ,ܕܒܫܡܝܐܘܪܘܪ̈ܒܢܘܗܝ
ܠܒܪ̈ܩܐ܂ܕܐܡܬܝܕܨܒܐܕܢܓܒܘܠܛܠܐ,ܠܒܪ̈ܩܐ܂ܕܐܡܬܝܕܨܒܐܕܢܓܒܘܠܛܠܐ
ܘܡܛܪܐ܂,ܘܡܛܪܐ
ܘܛܒ̈ܬܐ,ܘܛܒ̈ܬܐ
ܢܣܘ,ܢܣܩ
ܠܫܡ̈ܝ,ܠܫܡ̈ܝ
ܡܠܟܘܬܗܘܢܪܥܡ܂ܘܢܬܥܙܙ܂,ܡܠܟܘܬܗ܂ܘܢܪܥܡܘܢܬܥܙܪ܂
ܘܢܟܠܐ,ܘܢܟܠܐ
ܠܫܡܫܐ܂,ܠܫܡܫܐ
ܠܡܕܢܚ܂ܘܠܙܠܝܩܘܗ̈ܝܬܘܒ,ܠܡܕܢܚ܂ܘܠܙܠܝܩܘܗ̈ܝܬܘܒ
ܠܡܬܚܙܝܘ܂,ܠܡܬܚܙܝܘ
ܘܢܟܠܐܠܒܝܠܘܠܟܘܡܪ̈ܘܗܝܠܡܥܠ,ܘܢܟܠܐܠܒܝܠܘܠܟܘܡܪ̈ܘܗܝܠܡܥܠ
ܘܠܘܢܦܩ,ܠܘܠܡܦܩ
ܒܫܘܩ̈ܐ܂ܘܢܟܠܐܠܣܗܪܐܠܡܕܢܚܘܠܟܘܟܒ̈ܐ,ܒܫܘܩ̈ܐ܂ܘܢܟܠܐܠܣܗܪܐܠܡܕܢܚܘܠܟܘܟܒ̈ܐ
ܠܡܬܚܙܝܘ܂,ܠܡܢܗܪܘ܂
ܘܐܢܨܒܐܕܢܦܩܘܕܠܓܪܒܝܐܘܪܘܚܐܬܚܫܘܠ,ܘܐܢܨܒܐܕܢܦܩܘܕܠܓܪܒܝܐܘܪܘܚܐܬܚܫܘܠ
ܒܪܩܐ,ܒܪܕܐ
ܘܡܛܪܐܘܢܚܒܘܛ,ܘܡܛܪܐܘܢܚܒܘܛ
ܠܢܝܣܢ,ܠܢܝܣܢ܂
ܘܢܘܒܕܠܗܒܒܘ̈ܗܝ܂ܘܟܕܫܡܥܡܠܟܐܩܨܦ܂ܟܕܡܫܐܠܦܪܥܘܢ,ܘܢܘܒܕܠܗܒܒܘ̈ܗܝ܂ܘܟܕܫܡܥܡܠܟܐܩܨܦ܂ܟܕܡܫܐܠܦܪܥܘܢ
ܠܐܚܝܩܪ܂,ܠܐܚܝܩܪܡܛܠܫܡܗܘܐܡܪܠܗ܂ܕܐܢَܬܐܢَܬܐܚܝܩܪ
ܗܝܕܝܢ,ܗܝܕܝܢ
,ܐܡܪܬܕܐܢܐܐَܢܐܡܪܝ܂
ܐܡܪ,ܐܡܪ
ܫܪܝܪܐܝܬ,ܦܪܥܘܢ܆
ܒܚܝܝ̈,ܒܚܝܝ̈
ܡܪܟ,ܡܟܟ
ܣܪܚܕܘܡ,ܣܪܚܕܘܡ
,ܡܢܘ
ܡܢܘܫܡܟ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂,ܡܢܘܫܡܟ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂
ܐܢܐܐܚܝܩܪ܂,ܐܚܝܩܪ
ܣܦܪܐܘܥܙܩܬܗܕܣܪܚܕܘܡܡܠܟܐ,ܣܦܪܐܘܥܙܩܬܗܕܣܪܚܕܘܡܡܠܟܐ
ܒܐܝܕ̈ܝ,ܒܐܝܕܝ̈
ܐܝܬܝܗ܂ܘܐܡܪܠܝܦܪܥܘܢ,ܐܝܬܝܗ܂ܘܐܡܪܠܝܦܪܥܘܢ
ܐܝܟܢܐ,ܐܢَܬ
ܐܝܬܝܟܒܚܝ̈ܐ܂ܘܐܡܪܬܠܗܐܝܬܝܒܚܝ̈ܐ܂ܘܠܣܪܚܕܘܡܡܪܝܡܠܟܐ,ܐܝܬܝܟܒܚܝ̈ܐ܂ܘܐܡܪܬܠܗܐܝܬܝܒܚܝ̈ܐ܂ܘܠܣܪܚܕܘܡܡܪܝܡܠܟܐ
ܚܙܝܬ,ܚܙܝܬ܂
ܘܠܝܐܬܬܘܣܦ,ܘܠܝܐܬܬܘܣܦ
ܚܝ̈ܐ܆,ܚܝ̈ܐ܂
ܘܐܠܗܐܦܪܩܢܝܡܢ,ܘܐܠܗܐܦܪܩܢܝܡܢ
ܟܠܡܕܡ,ܡܘܬܐܘܩܛܠܐ܂ܘܡܢܡܕܡ
ܕܠܐܥܒܕ,ܕܠܐܥܒܕ
ܒܝܡܕܡ܂ܘܐܡܪ,ܐܝܕܝ̈܂ܘܐܡܪܠܝ
ܡܠܟܐܙܠ,ܡܠܟܐܙܠ
ܘܠܨܦܪܐ,ܣܦܪܐ܂ܘܠܨܦܪܗܕܝܘܡܐ
ܬܐ,ܬܐ
ܠܘܬܝ܂,ܠܘܬܟ܂
ܘܐܡܪܠܝܡܠܬܐܕܠܐܫܡܝܥܐ,ܘܐܡܪܠܝܡܠܬܐܕܠܐܫܡܝܥܐ
ܠܝܘܠܐܠܚܕ,ܠܐَܢܫܘܠܐܠܐَܢܫ
ܡܢ,ܡܢ
ܪ̈ܘܪܒܢܝ,ܪܘܪ̈ܒܢܝ
ܘܠܐܒܡܕܝܢܬܡܨܪܝܢ,ܘܠܐܒܡܕܝܢܬܡܨܪܝܢ
ܐܫܬܡܥܬ܂,ܐܫܬܡܥܬ
ܟܕܟܬܒܐܚܝܩܪܡܠܬܐ,ܟܕܟܬܒܐܚܝܩܪܡܠܬܐ
ܕܬܒܥܡܢܗܦܪܥܘܢ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܡܠܬܐܕܬܒܥ,ܕܪܒܥ
ܡܢܗܦܪܥܘܢ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܐܪܚܩܬܘܟܬܒܬܐܓܪܬܐܚܕܐܕܗܟܢܐܐܝܬܒܗ܂ܕܡܢ,ܡܢܗܦܪܥܘܢ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܐܪܚܩܬܘܟܬܒܬܐܓܪܬܐܚܕܐܕܗܟܢܐܐܝܬܒܗ܂ܕܡܢ
ܦܪܥܘܢ,ܦܪܥܘ
ܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪ,ܡܠܟܐܕܡܨܪܝܢܠܣܪܚܕܘܡܡܠܟܐܕܐܬܘܪ
ܘܕܢܝܢܘܐܫܠܡ܂,ܫܠܡ܀܀܀
ܡܣܬܢܩܝܢܡܠܟ̈ܐܥܠ,ܡܣܬܢܩܝܢܡܠܟ̈ܐܥܠ
ܡܠܟ̈ܐ,ܡܠܟ̈ܐ܂
ܘܕܝܢ̈ܐܥܠܕܝܢ̈ܐ܂ܘܒܗܢܐܙܒܢܐ,ܘܕܝܢ̈ܐܥܠܕܝܢ̈ܐ܂ܘܒܗܢܐܙܒܢܐ
ܐܣܬܢܩܢܢܕܡܘܗ̈ܒܬܐܐܬܒܨܪܘ܂ܘܟܣܦܐ,ܐܣܬܢܩܝܢܠܡܘ̈ܗܒܬܐ܂ܡܛܠܕܐܬܒܨܪܝܢܗܫܐ܂ܟܣܦܐ
ܚܣܪܡܢ,ܚܣܪܡܢ
ܒܝܬܓܙܐܕܝܠܝ,ܓܙܐܕܝܠܝ܂
ܐܠܐܦܩܘܕܕܡܫܕܪܝܢܠܝܡܢ,ܐܠܐܦܩܘܕܕܡܫܕܪܝܢܠܝܡܢ
ܒܝܬܓܙܐܕܝܠܟ܂,ܒܝܬܓܙܟ
ܟܟܪ̈ܐ,ܟܟܪ̈ܐ
ܬܫܥܡܐܐ܂,ܠܬܫܥܡܐܐܟܣܦܐ܂
ܘܥܕܙܒܢܐܩܠܝܠ,ܘܥܕܙܒܢܐܩܠܝܠ
ܗܦܟܢ̈ܠܕܘܟ̈ܝܬܗܝܢ܂,ܗܦ̈ܟܢܠܕܘܟܝ̈ܬܗܝܢ܂
ܘܠܗܠܐܓܪܬܐ,ܘܠܗܠܐܓܪܬܐ
ܟܪܟܬܗ,ܟܪَܟܬܗ
ܘܐܥܠܬܗܩܕܡܘܗܝ܂,ܘܐܥܠܬܗܩܕܡܘܗܝ܂
ܐܡܪܢܐ,ܐܡܪܬܠܗ܂
ܠܐܡܢ,ܠܐܡܢ
ܪ̈ܘܪܒܢܝܟܘܠܐܡܢܡܨܪܝܢ܂,ܪܘܪ̈ܒܢܐ܂ܘܐܦܠܐܒܡܨܪܝܢ
ܐܫܬܡܥܬܡܕܡ,ܐܫܬܡܥܬܡܕܡ
ܕܒܗܕܐܐܓܪܬܐܟܬܝܒܐ܂,ܕܐܝܬܟܬܝܒ̈ܐܒܗܕܐܐܓܪܬܐ܂
ܡܠܬܐ,ܡܠܬܐ
ܕܠܐܠܟܫܡܝܥܐ,ܕܠܟܠܐܫܡܝܥܐ܂
ܐܦܠܐ,ܐܦܠܐ
ܠܐ̄ܢܫܐ̄ܚܪܝܢ܂,ܠܐَܢܫܐَܚܪܝܢ܂
ܐܡܪܝܢܟܠܗܘܢܫܡܝܥܐܠܢ܂ܘܒܫܪܪܐ,ܐܡܪܝܢܟܠܗܘܢܫܡܝܥܐܠܢ܂ܘܒܫܪܪܐ
ܐܝܬܝܗܘܟܕ,ܐܝܬܝܗ܂
ܩܪܐܘܗ,ܩܪܐܘܗ
ܐܓܪܬܐܬܡܗܘܗ̄ܘܘ܂,ܠܐܓܪܬܐܘܬܡܗܘܗَܘܘ܂
ܐܡܪܠܝ,ܐܡܪܠܝ
,ܗܝܕܝܢ
ܡܠܟܐ܂,ܡܠܟܐ܂
,ܐܚܝܩܪܘܐܡܪܬܗܐܐܢܐܐܢܐ܂ܘܐܡܪܠܝ
ܒܢܝܠܝ,ܒܢܝܠܝ
ܐܒܝܩܡ,
,ܚܕܐ
ܒܝܪܬܐ,ܒܝܪܬܐ
ܚܕܐ,
ܒܝܬܫܡܝܐܠܐܪܥܐ܂ܘܬܗܘܐܪܡܐ,ܒܝܬܫܡܝܐܠܐܪܥܐ܂ܘܬܗܘܐܪܡܐ
,ܘܡܥܠܝܐ
ܡܢܐܪܥܐ,ܡܢܐܪܥܐ
,ܐܝܟ
ܐܠܦ,ܐܠܦ
ܐܡܝ̈ܢ,ܐܡܝܢ܂
ܘܒܗܒܫܥܬܐܐܦܩܬ,ܘܒܗܒܫܥܬܐܐܦܩܬ
ܒܢܝ̈,ܠܒܢܝ̈
ܢܫܪ̈ܐܡܢ,ܢܫܪ̈ܐܡܢ
ܕܖܟ̈ܝܬܗܝܢ,ܕܘܟܝܬܗ̈ܘܢ܂
ܘܩܛܪܬܓܝ̈ܓܠܐܒܪ̈ܓܠܝܗܘܢ,ܘܩܛܪܬܓܝ̈ܓܠܐܒܪ̈ܓܠܝܗܘܢ
ܒܡܫܘܚܬܐ,ܒܡܫܘܚܬܐ܂
ܘܐܪܟܒܬܥܠܝܗܘܢܛܠܝ̈ܐܗܢܘܢ,ܘܐܪܟܒܬܥܠܝܗܘܢܛܠܝ̈ܐܗܢܘܢ
ܕܐܡܪܝܢ,ܘܐܡܪܝܢ
ܛܝܢܐܘܡܠܛܐܐܪ̈ܚܐ,ܛܝܢܐܘܡܠܛܐܐܪ̈ܚܐ
ܠܒ̈ܢܐ,ܐܪ̈ܕܟܠܐܐܝܬܠܢ
ܐܣܩܘ,ܐܣܩܘ
ܠܐܪ̈ܕܟܠܐ,ܠܗܘܢܠܥܒܕܐ܂ܡܛܠܕܐܪ̈ܕܟܠܐ
ܕܡܠܟܐ,ܕܡܠܟܐ
ܕܒܛܝܠܝܢܘܡܪ̈ܓܕܐܕܦܠܚܝܢܢܡܙܘܓܘܠܢ܂,ܒܛܝܠܝܢ܂ܘܡܙܘܓܘܡܪ̈ܓܪ̈ܐ܂ܐܘܟܝܬܚܡܪܐܠܐܪ̈ܕܟܠܐ܂
ܘܟܕܚܙܘ,ܘܟܕܚܙܘ
ܪ̈ܘܪܒܢܐܬܡܗܘ܂,ܪܘܪ̈ܒܢܐܫܡܥܘܘܬܡܗܘ
ܗܝܕܝܢܐܢܐܐܚܝܩܪܢܣܒܬ,ܗܝܕܝܢܐܢܐܐܚܝܩܪܢܣܒܬ
ܠܝ,
ܚܘܛܪܐܘܗܘܝܬܡܚܐ,ܚܘܛܪܐܘܗܘܝܬܡܚܐ
ܐܢܐܠܗܘܢܠܪ̈ܘܪܒܢܘܗܝ,ܠܗܘܢܗܘܘܪܘܪ̈ܒܢܘܗܝ
ܥܕܡܐܕܥܪܩܘ܂ܡܛܠܕܢܗܘܘܢܡܣܩܝܢܡܕܡܕܡܬܒܥܐܠܒܢܝܢܐ܂ܗܝܕܝܢܡܠܟܐܐܡܪ,ܥܕܡܐܕܥܪܩܘ܂ܡܛܠܕܢܗܘܘܢܡܣܩܝܢܡܕܡܕܡܬܒܥܐܠܒܢܝܢܐ܂ܗܝܕܝܢܡܠܟܐܐܡܪ
ܠܝ,
ܫܢܝܬܠܟܐܚܝܩܪ܂ܡܢܘܡܫܟܚܕܢܣܩܠܗܘܢܗܘ,ܫܢܝܬܠܟܐܚܝܩܪ܂ܡܢܘܡܫܟܚܕܢܣܩܠܗܘܢܗܘ
ܡܕܡ,ܡܐ
ܕܒܥܝܢ܂ܘܐܢܐܐܡܪܬ,ܕܒܥܝܢ܂ܘܐܢܐܐܡܪܬ
ܠܗ܂,ܠܗ
ܘܠܡܢܐܗܟܝܠܫܡܗ,ܘܠܡܢܐܗܟܝܠܫܡܗ
ܕܣܪܚܕܘܡ,ܕܣܪܟܝܕܘܡ
ܡܪܝ,ܡܪܝ
ܡܝܬܝܬܘܢ܂,ܒܦܘܡܟܘܢܡܝܬܝܬܘܢ
ܗܘܕܐܠܘܬܢܢ,ܗܘܕܐܠܘܬܢܢ
ܗܘܐ܂,ܗَܘܐ܂
ܘܒܥܐ,ܘܒܥܐ
ܗ̄ܘܐ,ܗَܘܐ
ܕܢܒܢܐܬܪ̈ܬܝܢܒܝܪ̈ܢܒܝܘܡܐܚܕܒܢܐ,ܕܢܒܢܐܬܪ̈ܬܝܢܒܝܪ̈ܢܒܝܘܡܐܚܕܒܢܐ
ܗ̄ܘܐ܂,ܗَܘܐܠܗܘܢ܂
ܐܡܪܠܝܥܒܪܠܟܡܟܝܠܡܢܡܢܪܬܐ܂ܘܠܨܦܪܐܬܐܠܘܬܝ܂ܘܟܕܗܘܐܨܦܪܐܥܠܬ,ܐܡܪܠܝܥܒܪܠܟܡܟܝܠܡܢܡܢܪܬܐ܂ܘܠܨܦܪܐܬܐܠܘܬܝ܂ܘܟܕܗܘܐܨܦܪܐܥܠܬ
ܠܘܬܗ,ܠܘܬܗ܂ܘܗܘܚܪܘܚܙܢܝ
ܘܐܡܪܠܝܐܚܝܩܪ܂ܚܘܢܝܨܒܘܬܐܗܕܐܕܓܕܫܬ,ܘܐܡܪܠܝܐܚܝܩܪ܂ܚܘܢܝܨܒܘܬܐܗܕܐܕܓܕܫܬ
ܠܢ܂,ܠܢ܆
ܣܘܣܝܐܐܘܫܢܐܕܡܪܟ,ܣܘܣܝܐܐܘܫܢܐܕܡܪܟ
,ܘܥܗܪܐ܂
ܨܗܠܒܐܬܘܪ,ܨܗܠܒܐܬܘܪ
ܘܢܝܢܘܐ܂,ܘܒܢܝܢܘ̈ܐ܀
ܘܫܡܥ̈ܝܩܠܗ,ܘܫܡܥ̈ܝܩܠܗ
ܪ̈ܟܫܬܐ,ܪ̈ܟܫܐ
ܕܗܪܟܐ,ܕܗܪܟܐ
ܘܝܚ̈ܛܢ,ܘܚܝ̈ܛܢ
ܥܘܠܝܗܝܢ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܢܦܩܬܡܢܩܕܡܡܠܟܐ܂,ܥܘܠܝܗܝܢ܂ܗܝܕܝܢܐܢܐܐܚܝܩܪܢܦܩܬܡܢܩܕܡܡܠܟܐ܂
ܘܠܒ̈ܕܝܦܩܕܬܕܢܝܕܘܢ,ܘܠܥܒ̈ܕܝܕܝܠܝܦܩܕܬ܂ܕܢܨܘܕܘܢ
ܠܝܚܕܐ,ܠܝܚܕܐ
ܟܟܘܫܬܐ܂,ܟܟܘܫܬܐܐܠܗܬܗܘܢܕܡܨܪ̈ܢܐ܂
ܘܢܗܘܘܢ,ܘܢܗܘܘܢ
,ܡܢܓܕܝܢ
ܡܢܓܕܝܢܠܗܥܕܡܐܕܫܡܥܘܡܨܪ̈ܝܐ܂ܘܐܙܠܘܘܐܡܪܘܩܕܡ,ܡܢܓܕܝܢܠܗܥܕܡܐܕܫܡܥܘܡܨܪ̈ܝܐ܂ܘܐܙܠܘܘܐܡܪܘܩܕܡ
ܡܠܟܐ܂,ܡܠܟܐ
ܕܗܢܐ,ܕܗܢܐ
ܐܚܝܩܪ,ܐܒܝܩܡ
ܐܥܠܠܗܟܟܘܫܬܐ,ܐܥܠܠܗܟܟܘܫܬܐ
ܚܕܐ܂,ܚܕܐܐܠܗܬܐ܂
ܘܐܚܝܕܠܗܘܡܢܓܕܠܗ܂ܡܠܟܐܕܝܢ,ܘܐܚܝܕܠܗܘܡܢܓܕܠܗ܂ܡܠܟܐܕܝܢ
ܟܕܫܡܥ,ܫܡܥ܂
ܐܡܪܠܝ܂,ܐܡܪܠܝ܂
,ܐܘܐܚܝܩܪ܂
ܡܛܠܐܝܕܐܨܒܘܬܐܠܐܠܗ̈ܝܢ,ܡܛܠܐܝܕܐܨܒܘܬܐܠܐܠܗ̈ܝܢ
ܡܨܥܪܬ܂,ܡܨܥܪܐܢَܬ
ܐܢܐܕܝܢܐܡܪܬ,ܐܢܐܕܝܢܐܡܪܬ
ܠܗ,ܠܗ܂ܐܘ
ܡܠܟܐܠܥܠܡܚܝܝ܂ܟܟܘܫܬܐܗܕܐܒܣܘܓܐܐܐܚܣܪܬܢܝܘܠܘܒܙܥܘܪ܂,ܡܠܟܐܠܥܠܡܚܝܝ܂ܟܟܘܫܬܐܗܕܐܒܣܘܓܐܐܐܚܣܪܬܢܝܘܠܘܒܙܥܘܪ܂
,ܟܕ
ܡܪܝܡܠܟܐ,ܡܪܝܡܠܟܐ
ܬܪܢܓܠܐ,
ܡܫܠܡ,ܡܫܠܡ
ܗ̄ܘܐ܂,ܗَܘܐܠܝܚܕܬܪܢܓܠܐ܂
ܘܩܠܗܣܓܝܫܦܝܪ,ܘܩܠܗܣܓܝܫܦܝܪ
ܗ̄ܘܐ܂,ܗَܘܐ܂
ܘܒܐܝܢܐܥܕܢܐܕܨܒܐ,ܘܒܐܝܢܐܥܕܢܐܕܨܒܐ
ܗ̄ܘܝܬ,ܗَܘܝܬ
ܕܠܬܪܥ,ܕܠܬܪܥ
ܡܠܟܐ,ܡܠܟܐ܂
ܐܙܠ܂ܕܗܘܡܠܟܐ,ܐܙܠ܂ܕܗܘܡܠܟܐ
ܒܟܐܗ̄ܘܐ,ܒܥܐܗَܘܐ
ܠܝ܂ܒܗܒܥܕܢܐܩܪܐ,ܠܝ܂ܒܗܒܥܕܢܐܩܪܐ
ܗ̈ܘܐ,ܗَܘܐ
ܘܡܥܝܪ,ܘܡܥܝܪ
ܗ̄ܘܐ,ܗَܘܐ
ܠܝܡܢܫܢܬܝ܂ܘܐܙܠ,ܠܝܡܢܫܢܬܝ܂ܘܐܙܠ
ܗ̄ܘܝܬ,ܗَܘܝܬ
ܠܬܪܥܡܠܟܐ܂ܘܡܡܬܘܡܗܕܐܠܐ,ܠܬܪܥܡܠܟܐ܂ܘܡܡܬܘܡܗܕܐܠܐ
ܛܒܐ܂,ܛܒܐܗَܝ܂
ܕܗܟܢܐܥܒܕܬܒܝܟܟܘܫܬܐܗܕܐ܂ܕܒܠܠܝܐܗܢܐܥܒܪܬ,ܕܗܟܢܐܥܒܕܬܒܝܟܟܘܫܬܐܗܕܐ܂ܕܒܠܠܝܐܗܢܐܥܒܪܬ
ܩܕܡܝܗܝ,ܩܕܡܝ܂ܗܕܐ
ܟܟܘܫܬܐܗܕܐܘܐܙܠܬܠܐܬܘܪ,ܟܟܘܫܬܐܗܕܐܘܐܙܠܬܠܐܬܘܪ
ܘܠܢܝܢܘܐܘܫܩܠܬܗܪܫܗܕܬܪܢܓܠܐܗܘܘܐܬܬ܂,ܘܠܢܝܢ̈ܘܐܘܫܩܠܬܗܠܪܫܗܕܬܪܢܓܠܐܗܘܘܐܬܬܠܗܪܟܐ܂
