Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
هذا,هذا,هذا,هده,,هذا,هذا,هذا,هذا,
الكلام,الكلام,الكلام,الكلام,,الكلام,الكلام_,الكلام,الكلام,
,منحيقار,,,,,,,,
فرح,فرح,فرح,فرح,,فرح,فرح,فرح,فرح,
وانسرّ,فرحًاعظيموانشرح,وانسر,وانسر,,وانسر,وانسرّ,وانسر,وانسر,
خاطرهوانعمعليه:,خاطره_وانعمعليه_,خاطرهوانعمعليه,خاطرهوانعمعليه,,خاطرهوانعمعليه,خاطرهوانعمعليه_,خاطرهوانعمعليه,خاطرهوانعمعليه_,
واوهب,فقال,واوهب,واوهب,,فقال,واوهب,واوهب,واوهب,
للسيّاف,,الى,للسياف,,,الى,الي,الي,
,,السياف,,,,السيّافمالاً,السياف,السياف,
مالًا,,مالًا,مالًا,,,,مالًا,مالًا,
كثير:,,كثير,كتيرفقال,,,كثير_,كثير_,كثير_,
فقال,,ثمقال,,,,ثمقال,ثمقال,ثمقال,
حيقارللملك:,حيقارللملك,حيقارللملك,حيقارللملك,,حيقارللملك,حيقارللملك,حيقارللملك,حيقارللملك,
امهلنياربعين,امهلنياربعين,امهلنىأربعينيومًا,امهلنياربعين,,امهلنياربعين,امهلنياربعين,امهلنياربعين,امهلنياربعين,
يوم:,يوم,,يوم,,يوم,يومً,يومًا,يومًا,
حتى,اتفكر,,حتي,,حتى,,حتي,حتي,
افكر,,افتكر,افكر,,افكر,افتكر,افتكر,افتكر,
في,في,فى,في,,في,في,في,في,
هذه,هذه,هذه,هده,,هذه,هذه,هذه,هذه,
المسالةوادبّرها:,المساله,المساله,المساله,,الرساله,المساله,المساله,المساله,
,وادبرها,وادبرها,وادبرهافادان,,وادبرها,وادبرها_,وادبرها_,وادبرها,
فاذن,فاذن,فاذن,,فاذن,فاذن,فاذن,فاذن,فاذن,
له,له,له,له,له,له,له,لهُ,لهُ,
,الملك,الملك,الملك,الملك,,الملك,الملك,الملك,
بذلك:,بذلك,بذلك,بدالك,بذالك,بذلك,بذلك_,بذلك,بذلك_,
فمضى,فمضى,فمضى,فمضي,فمضي,فمضا,فمضى,فمضي,فمضي,
حيقار,حيقار,,حيقار,حيقار,حيقار,حيقار,حيقار,حيقار,
الى,الى,الى,الي,الى,الى,الى,الي,الي,
منزله:,منزله,منزله,منزله,منزله,منزله,منزله,منزله,منزله,
وامر,وامر,وامر,وامرا,وامر,وامر,وامر,وامر,وامر,
الصيادين,الصيادين,الصيادين,الصيادين,الصيادين,الصيادين,الصيّادين,الصيادين,الصيادين,
يصيدوا,انيصطادواله,يصيدوا,يصيدون,يصيدو,يصيدون,يصيدوا,يصيدوا,يصيدوا,
له,,له,له,له,له,له,له,لهُ,
نسرين:,فرخيننسوره,فرخيننسوره,فرخيننسوره,نسرين,نسرين,فرخيننسوره_,فرخيننسوره,فرخيننسوره,
فاصطادوهم,فاصطادواله,فاصطادوهم,فاصطادوهم,صغار,فاصطادوهم,فاصطادوهم,فاصطادوهم,فاصطادوهم,
وجابوهم,وجابوهم,وجابوهم,وجابوهم,,وجابوهم,وجابوهم,وجابوهم,وجابوهم,
له:,اليه_وامر,له,له,,له,له_,لهُ_,لهُ_,
وامر,,ثم,وامر,وامر,وامر,ثم,ثم,ثم,
ايضًا,,,ايضانالدين,انيفتلو,ايضًا,,,انه,
,,امر,,,,امر,امر,امر,
,,الى,,,,الى,الي,الي,
الذين,الذين,الذين,,,الذين,الذين,الذين,الذين,
يفتلون,يفتلون,يفتلون,يفتلون,,يفتلون,يفتلوا,يفتلون,يفتلون,
الحبالان,الحبالان,الحبالان,الحبالان,,الحبالان,الحبال_ان,الحبالان,الحبالان,
يفتلوا,يفتلون,يفتلوا,يفتلوا,,يفتلوا,يفتلوا,يفتلوا,يفتلوا,
له,له,,له,,له,له,,,
شريطينمنقطن:طولكل,شريطينمنقطنطولكل,شريطينمنقطنطولكل,شريطينمنقطنطولكل,شريطينمنقطنطولكل,شريطينمنقطنطولكل,شريطينمنقطن_طولكل,شريطينمنقطنطولكل,شريطينمنقطنطولكل,
واحد,واحد,واحد,واحد,واحد,واحد,واحد,واحد,شريط,
الفين,الفين,الفين,الفين,الفين,الفين,الفين,الفين,الفين,
ذراع,ذراع,دراع,دراع,دراع,ذراع,ذراع_,دراع_,دراع_,
,,ثماحضر,واحدر,وغلضهغلضالإبهام,,ثماحضر,ثماحضر,ثماحضر,
واحضر,واحضر,,,واحضر,واحضر,,,,
النجارين,النجارين,النجارين,النجارين,النجارين,النجارين,النجارين,النجارين,النجارين,
وامرهمانيصنعوا,وامرهمانيصنعوا,وامرهمانيصنعوا,وامرهمانيصنعوا,فصنعواله,وامرهمانيصنعوا,وامرهمانيصنعوا,وامرهمانيصنعوا,وامرهمانيصنعوا,
له,,,,,له,,,,
صندوقينكبار:,صندوقينكبار,صندوقينكبار,صندوقينكبار,صندوقينكبار,صندوقينكبار,صندوقينكبار_,صندوقينكبار,صندوقينكبار_,
ففعلوا,ففعلوا,ففعلوا,ففعلوا,,ففعلوا,ففعلوا,ففعلوا,ففعلوا,
ذلك:,ذلك,ذلك,دلكتمان,,ذلك,ذلك_,ذلك_,ذلك_,
وكانعنده,ثمانه,ثمانه,,وكانعنده,وكانعنده,ثمانه,ثمانه,ثمانه,
,اخذ,اخد,اخد,غلامين,,اخذ,اخد,اخد,
صبيان,صبيان,صبيان,صبيان,,صبيان,صبيان,صبيان,صبيان,
صغار:,صغار,صغار,صغار,صغار,صغار,صغار,صغار,صغار,
فاحضرمنهم,,,اتنين,,فاحضرمنهم,,,,
اثنين:,اثنين,,,,اثنين,اثنين,,,
اسمالواحد,وبقى,اسمالواحد,اسمالواحد,اسمالواحد,اسمالواحد,اسمالواحد,اسمالواحد,اسمالواحد,
نبوحال,,نبوحال,نبوحال,,نبوحال,,,(,
,,,,بنوحال,,بنوحال,بنوحال,بنوحال,
والاخر,,,والاخر,والاخر,والاخر,والاخر,,),
,,واسمالاخر,,طبشاموكان,,,واسمالاخر,واسمالاخر,
,,,,,,,,(,
طبشاليم,,طبشاليم,طبشاليم,,طبشاليم,طبشاليم,طبشاليم,طبشاليم,
:,,,,,,_,,),
وبقاكليوم,,وبقى,وبقي,,وبقاكليوم,وبقى,وبقي,وبقي,
,كليوم,كليوم,كليوم,كليوم,,كليوم,كليوم,كليوم,
يذبح,يدبح,يدبح,يدبح,يدبح,يذبح,يذبح,يدبح,يدبح,
خاروفين,خاروفين,خاروفين,خاروفين,خاروفين,خاروفين,خاروفين,خاروفين,خاروفين,
ويطعم,ويطعم,ويطعمهم,ويطعم,ويطعمهم,ويطعم,ويطعمهم,ويطعمهم,ويطعمهم,
النسوره,النسور,للنسوره,النسوره,للنسوروالغلمانويربطالغلامين,النسوره,للنسوره,للنسوره,للنسوره,
والاولاد:,والصبيان,وللصبيان,والصبيان,,والاولاد,والصبيان_,وللصبيان_,وللصبيان_,
,,,,علىظهر,,,,,
ويركّب,ويركب,ويركب,ويركب,,ويركب,ويركّب,ويركّب,ويركب,
الاولاد,الاولاد,الأولاد,الاولاد,,الاولاد,الاولاد,الاولاد,الاولاد,
علىظهر,,,,,,,,,
,على,على,علي,,على,على,علي,علي,
,ظهور,ظهور,ضهور,,ظهور,ظهور,ظهور,ظهور,
النسوره:,النسوره,النسوره,النسوره,النسوره,النسوره,النسوره_,النسوره,النسوره,
ويربطهم,ويربطهم,ويربطهم,ويربطهم,ويرفعهم,ويربطهم,ويربّطهم,ويربطهم,ويربطهم,
عليهم:,رباطماكن,عليهم,عليهم,,عليهم,عليهم_,عليهم,عليهم_,
ويربط,ويربط,ويربط,ويربط,,ويربط,ويربط,ويربط,ويربط,
الشريط,الشرط,الشرايط,الشراريط,,الشرايط,الشرايط,الشرايط,الشرايط,
فيرجلينالنسوره:ويطلقهم,فيرجلينالنسورهويطلقهم,فيرجلينالنسورهويطلقهم,فيرجلينالنسورهويطلقهم,,فيرجلينالنسورهويطلقهم,فيرجلينالنسورهويطلقهم,فيرجلينالنسورهويطلقهم,فيرجلينالنسوره_ويطلقهم,
الى,الى,الى,الي,الى,,الى,الي,الي,
فوق,فوق,فوق,فوق,فوق,فوق,فوق,فوق,فوق,
,,,,بالتدريجحتىانهمبقيويرتفعوفيهمالفيندراعفيالفضاكماطبعهموعلمهموعلمالغلامين,,,,,
قليل,قليل,قليل,قليل,,قليل,قليل,قليل,,
قليل:,قليل,قليل,قليل,,قليل,قليل,قليل,قليل,
كليوم,كليوم,كليوم,كليوم,,كليوم,كليوم,كليوم,كليوم,
قدره,قدر,قدر,قدر,,قدر,قدر,قدر,قدر,
عشرة,عشرة,عشرة,عشرت,,عشرة,عشرة,عشرة,عشرة,
اذرع:حتى,اذرعحتى,ادرع,ادرع,,اذرعحتى,اذرعحتى,ادرع,ادرع,
تطبّعوا,,حتى,حتي,,تطبّعوا,,حتي,حتي,
وتعلّموا:,تطبعوا,تطبعوا,تطبعوا,,,تطبعوا,تطبعوا,تطبعوا,
,وتعلموا_,وتعلموا,وتعلموا,,وتعلموا,واتعلموا,وتعلموا,وتعلموا,
ففي,وكانيرفعوانيرفعوينعلى,في,وفي,,ففي,في,في,في,
مدّةٍ,,مده,مده,,مدة,مدّةٍ,مده,مده,
يسيره,,يسيره,يسيره,,يسيره,يسيره_,يسيره,يسيره,
كانوايرتفعوا,,وكانوايرتفعون,كانوايرتفعوا,,كانوايرتفعوا,وكانوايرتفعون,وكانوايرتفعون,وكانوايرتفعون,
على,,على,علي,,على,الى,علي,علي,
طول,طول,طول,طول,,طول,طول,طول,طول,
الشرايط:,الشريط,الشرايط,الشرائط,,الشرايط,الشرايط,الشرايط,الشرايط,
حتى,حتى,حتى,حتي,,حتى,حتى,حتي,حتي,
يصلوا,يصلوا,يصلوا,يصلوا,,يصلوا,يصلوا,يصلوا,يصلوا,
الى,الى,الى,الي,,الى,الى,الي,الي,
الفضا:,الفضا,الفضا,الفضا,,الفضا,الفضا,الفضا,الفضا,
,والاولاد,والأولادعلى,والاولاد,,والاولاد,والاولاد,والاولاد,والاولاد,
,على,,علي,,على,على,علي,علي,
,ظهورهم,ظهورهم,ضهورهم,,ظهورهم,ظهورهم_,ظهورهم_,ظهورهم_,
,_,,,,,,,,
,ثمانهيسحبهماليه_فلما,ثمانهيسحبهماليهفلما,ثمانهيسحبهماليهفلما,,ثمانهيسحبهماليهفلما,ثمانهيسحبهماليه_فلما,ثمانهيسحبهماليه_فلما,ثمانهيسحبهماليه_فلما,
,راى,راء,راي,,راى,راى,راء,راي,
,حيقارانقد,حيقارانقد,حيقارانقد,,حيقارانقد,حيقارانقد,حيقارانقد,حيقارانقد,
,تمت,تمت,تمت,,تمت,تمّت,تمت,تمت,
,ارادته,هذه,ارادته,,ارادته,ارادته_,هذه,هذه,
,علّم,علم,علم,,علم,علّم,علم,علم,
,الاولاد,الأولاد,الاولاد,,الاولاد,الاولاد,الاولاد,الاولاد,
,انهم,انهم,انهم,انهم,انهم,انهم,انهم,انهم,
,اذا,اذا,ادا,اذا,اذا,اذا,اذا,اذا,
,ارتفعوا,ارتفعوا,ارتفعوا,ارتفعوفوقيقولواوصلو,ارتفعوا,ارتفعوا,ارتفعوا,ارتفعوا,
,الى,الى,الى,,الى,الى,الي,الي,
,,,,لناحجر,,,,,
,الفضا,الفضا,فضا,وكلسوطراب,الفضا,الفضا,الفضا,الفضا,
يصرخون,يصيحون,يصرخون,يصرخون,,يصرخون,يصرخون,يصرخون,يصرخون,
ويقولون:,ويقولون,ويقولون,ويقولون,,ويقولون,ويقولون_,ويقولون,ويقولون,
وصلوا,قدموالناطينوحجرحتى,اوصلوالنا,وصلوا,,وصلوا,اوصلوالنا,اوصلوالنا,اوصلوالنا,
لناحجر,,,لناحجر,,لناحجر,,,,
,,حجاره,,,,حجاره,حجاره,حجار,
وطين,,وطين,وطين,وطين,وطين,وطين,وطين,وطين,
وكلس,,وكلس,وكلس,حتىنعملقصرالىالملكفرعونفىالجو,وكلس,وكلس,وكلس,وكلس,
وطوب:,,حتى,وطوب,,حتى,حتى,,,
حتّى,,نبنى,حتي,,نبنيقصرالملكفرعون,نبنيقصرالملكفرعون,حتي,حتي,
نبني,نبني,,نبني,,ولاتخلونا,_,نبني,نبني,
قصر,قصر,قصر,قصر,,,,قصر,قصر,
الملكفرعون,للملكفرعون_,الملكفرعون,الملكفرعون,,,,الملكفرعون,الملكفرعون,
:,لاننا,لاننا,لاننا,,,لاننا,لاننا,لاننا,
,,واقفين,واقفين,,,واقفين,واقفين,واقفين,
,بطالين,بطالين,بطالين,,بطالين,,بطالين_,بطالين_,
,وما,,,,وما,,,,
ولا,,ولا,,ولا,,,ولا,ولا,
تخلّونا,,,,,,,,,
بطّالين:,,,,,,بطّالين_,,,
,,,,,,ولا,,,
ومازال,,,ومازال,,,,,,
,زال,زال,,زال,زال,زال,زال,زال,
حيقار,حيقار,حيقار,حيقار,يعلمهمعلىذلك,حيقار,حيقار,حيقار,حيقار,
يطبّعهم,يطبعهمويدرسهم,يطبعهمويدرسهم,يطبعهمويدرسهم,,يطبعهمويدرسهم,يطبّعهم,يطبعهمويدرسهم,يطبعهمويدرسهم,
ويدرسّهم:,,حتى,حتي,,,ويدرّسهم,حتي,حتي,
,حتىانهم,,,حتىانهم,,,,,
حتى,بقيوا,,,بقوعلى,حتى,حتى,,,
انهم,,,انهم,,انهم,انهم,,,
,علىغايت,,,,,,,,
بقوا,,بقوا,بقوا,,بقوا,بقوا,بقوا,بقوا,
,,,,,,علىغايت,,,
على,,على,علي,,على,,علي,علي,
غاية,,غاية,غايتي,غاية,غاية,,غاية,غاية,
ما,ما,ما,ما,ما,ما,ما,ما,ما,
يكون:,يكون,يكون,يكون,يريد,يكون,يكون_,يكون_,يكون_,
فتركهم,فتركهم,فتركهم,فتركهم,فتركهم,فتركهم,فتركهم,فتركهم,فتركهم,
ومضى,ومضى,ومضى,ومضيالي,ومضا,ومضا,ومضى,ومضيالي,ومضيالي,
الى,الى,الى,,الى,الى,الى,,,
الملكوقالله:,الملكوقالله,الملكوقالله,الملكوقالله,سنخاريب,الملكوقالله,الملكوقالله_,,,
,,,,الملكوقال,,,الملكوقال,الملكوقال,
,,,,ياسيدىقدفرغتمنعملىفتأمرنياذهبالىمصر,,,لهُ,لهُ,
يا,يا,يا,يا,,يا,يا,يا,يا,
سيّديقم,سيدي,سيدى,سيدي,,سيدي,سيدي,سيدي,سيدي,
,قد,,قد,,قد,قد,,,
تم,تم,تم,تم,,تم,تمّ,تم,تم,
العملكماتريد:,العملكماتريد,العملكماتريد,العملكماتريد,,العملكماتريد,العملكماتريد_,العملكماتريد,العملكماتريد,
فقوم,فقوم,لكنقومتعال,فقوم,,فقوم,لكنقومتعال,لكنقومتعال,لكنقومتعال,
معي,معي,معىحتى,معي,,معي,معي,معي,معي,
لاريك,لاوريك,,لاريك,,لاريك,حتىارويك,حتي,حتي,
,,اوريك,,,,,اوريك,اوريك,
العجب:,العجب,العجب,العجب,,العجب,العجب_,العجب_,العجب_,
فنهض,فنهض,فمضى,فنهض,,فنهض,فمضى,فمضي,فمضي,
الملك,الملك,الملك,الملك,,الملك,الملك,الملك,الملك,
وجلسايه:,وجلس,وجلسايه,وجلسائه,,وجلسايه,وجلسايه,وجلسايه,وجلسايه,
واخذهمحيقار,مع,مع,مع,,واخذهمحيقار,مع,مع,مع,
,حيقار,حيقار,حيقار,,,حقار_فمضى,حيقار,حيقار,
,ومضى,الى,ومضاالي,,,الى,الي,الي,
الى,الى,,,الى,الى,,,,
مكان,مكان,مكان,مكان,عندفرعونالملكفقاللهامضىبالسلامياعزاستاذهثماعطاههداياللملكوخدموعبيدوودعهومضاحيقاربمنمعهواخذالصناديقوالسنورهوالغلمانوقصدحتىلديارالمصريه,مكان,مكان,مكان,مكان,
متّسع:,واسع,واسع,متسع,,متسع,واسع,واسع,واسع_,
وارسل,وارسل,وارسل,وارسل,,وارسل,وارسل,وارسل,وارسل,
فاحضر,واحضر,احضر,واحضر,,فاحضر,احضر,احضر,احضر,
النسورهوالصبيان:,النسورهوالصبيان,النسورهوالصبيان,النسورهوالصبيان,,النسورهوالصبيان,النسورهوالصبيان_,النسورهوالصبيان,النسورهوالصبيان,
وربّطهمكماراد,وربطهم,واربطهم,وربطهم,,وربطهم,واربطهم,واربطهم,وربطهم,
,واطلقهم,واطلقهم,واطلقهم,,,واطلقهم,واطلقهم,واطلقهم,
,,,,,كما,,,,
واطلقهم:فصعدوا,,,,,,,,,
كما,,,,,,,,,
,الى,الى,الي,,اراد,الى,الي,الي,
,,,,,واطلقهمفصعدوا,,,,
علمهمحيقار,الجو,الجو,الجو,,,الجوّعلى,الجو,الجو,
الىالفضاعلىطول,على,على,علي,,الىالفضاعلىطول,,علي,علي,
,طول,طول,طول,,,طول,طول,طول,
الحبال:,الاحبال,الحبال,الحبال,,الحبال,الحبال_,الحبال_,الحبال,
وبدوا,وبدوا,فبدواالصبيان,وبدوا,,وبدوا,فبدواالصبيان,فبدواالصبيان,فبدواالصبيان,
الاولاد,,يصرخون,,,الاولاد,,يصرخون,يصرخون,
يصرخوا,يصرخوا,,يصرخوا,,يصرخوا,يصرخوا,,,
كما,كما,كما,كما,,كما,كما,كما,كما,
علّمهمحيقار,علمهمحيقار,علمهمحيقار,علمهمحيقار,,علمهمحيقار,علّمهمحيقار,علمهمحيقار,علمهمحيقار,
:,,,تم,,,_,_,_,
ثم,ثم,ثم,,,ثم,ثم,ثم,ثم,
,انه,جدبهم,جدبهم,,,,جدبهم,جدبهم,
جذبهم,جذبهم,,,,جذبهم,جذبهم,,,
الىتحت,اليه,اليه,اليه,,الىتحت,اليه,اليه,اليه,
ووضعهم,ووضعوا,ووضعهم,ووضعهم,,ووضعهم,ووضعهم,ووضعهم,ووضعهم,
في,في,,,,في,,,,
الصناديق:,مكانهم,مكانهم,مكانهم,,الصناديق,مكانهم_,مكانهم_,مكانهم_,
فتعجّب,فتعجب,فتعجب,فتعجب,,فتعجب,فتعجّب,فتعجب,فتعجب,
الملك,الملك,,الملك,,الملك,الملك,,الملك,
ومنمعه,ومنمعه,ومنمعه,ومنمعه,,ومنمعه,ومنمعه,ومنمعه,منذلكوتعجبواايضًاجميعهم,
عجبًا,عجبًا,عجبًا,عجبًا,,عجبًا,عجبًا,عجبًا,عجبًا,
عظيم:,عظيم,عظيمًا,عضيموقبل,,عظيم,عظيم_,عظيمًا_,عظيمًا_,
وقام,,ثمقامالملك,,,وقام,ثمقامالملك,,ثمقامالملك,
وقبّل,وقبل,وقبل,,,وقبّل,وقبّل,,وقبل,
حيقاربين,حيقاربين,حيقاربين,حيقاربين,,حيقاربين,حيقاربين,,حيقاربين,
عينيهِ,عينيه,عينيه,عينيه,,عينيه,عينيه,,عينيه,
وخلع,وقاللهالملك,وخلع,وخلع,,وخلع,وخلع,وخلع,وخلع,
عليهِ,,عليه,عليه,,عليه,عليه,عليه,عليه_,
وقال,,وقال,وقال,,وقال,وقال,وقال,وقال,
له,,له,له,,له,له_,لهُ,له,
امضيبالسلام:,امضيبالسلام,امضى,امضيبالسلام,,امضيبالسلام,امضيبالسلام,امضي,امضي,
,,بسلام,,,,,بسلام,بسلام,
ياعزيزيوفخردولتي:,ياعزيزيوفخردولتي,ياعزيزىوفخردولتى,ياعزيزيوفخردولتي,,ياعزيزيوفخردولتي,ياعزيزيوفخردولتي,ياعزيزيوفخردولتي,ياعزيزيوفخردولتي,
الى,الى,الى,الي,,الى,الى,الي,الي,
مصر,مصر,مصر,مصر,,مصر,مصر_,مصر,مصر,
:,ورد,ورد,ورد,,ورد,,ورد,ورد,
وردّ,,,,,,وردّ,,,
مسايلفرعونواغلبه,مسايلفرعونواغلبه,مسايلفرعونواغلبه,مسايلفرعونواغلبه,,مسايلفرعونواغلبه,مسايلفرعونواغلبه,مسايلفرعونواغلبه,مسايلفرعونواغلبه,
بقوّة,بقوة,بقوهاللهتعالى,بقوت,,بقوة,بقوّة,بقوة,بقوة,
الله,الله,,الله,,الله,الله,الله,الله,
تعالى:,تعالى_,,تعالي,,تعالى,تعالي_,تعالي_,تعالي_,
وثمّ,ثم,ثم,تمودعهم,,ثم,ثم,ثم,ثم,
ودّعه,ان,,,,,ودّعه,,,
,,ودعه,,,,,ودعه,,
,ودعه,,,,ودعه,,,ودعه_,
,,واخد,واخد,,,,واخد,,
واخذ,واخذ,,,,واخذ,واخذ,,فاخد,
معه,,حيقار,معه,,معه,حيقار,حيقار,حيقار,
عسكرهوجنده:,عسكرهوجنده,عسكرهوجنده,عسكرهوجنده,,عسكرهوجنده,عسكرهوجنده,عسكرهوجنده,عسكرهوجنده,
واخذ,واخذ,واخد,واخد,,واخذ,_واخذ,واخد,واخد,
النسورهوالاطفال,معهالصبيان,الأطفال,الاطفال,,النسورهوالاطفال,الاطفال,الاطفال,الاطفال,
,والنسوره,والنسوره,والنسوره,,ومضا,والنسوره,والنسوره,والنسوره,
ومضى,ومضى,ومضى,ومضي,,,ومضى,ومضي,ومضي,
قاصد,قاصد,قاصد,قاصد,,قاصد,قاصد,قاصد,قاصد,
ديارمصر,ديارمصر,مصر,ديارمصر,,ديارمصر,ديارمصر_,مصر,مصر,
:,,,,,,,,_,
فلماوصل,فلماوصل,فلماوصل,فلماوصل,فلماوصل,فلماوصل,فلماوصل,فلماوصل,فلماوصل,
وتوجّه,توجه,توجه,توجه,بعدايامقليلهودخلالىمصرقصدديارالملكفرعون,وتوجه,توجّه,توجه,توجه,
الى,الىبلاد,الى,الي,,الى,الى,الي,الي,
بلاط,,بلاط,بلاط,,بلاط,بلاط,بلاط,بلاط,
الملك:,الملك,الملك,الملك,,الملك,الملك_,الملك,الملك_,
فعلموا,فلماعلموا,فلماعلموا,فلماعلموا,فعلموا,فعلموا,فلماعلموا,فلماعلموا,فلماعلموا,
اهلمصر,اهلمصر,اهلمصر,اهلمصر,اهلمصر,اهلمصر,اهلمصر,اهلمصر,اهلمصر,
:,,,,بذالكواخبروافرعونبهقداتا,,,,,
انسنحاريبقدارسلمن,انسنحاريبقدارسلمن,انسنحاريبقدارسلمن,انسنحاريبقدارسلمن,,انسنحاريبقدارسلمن,انسنحاريبقدارسلمن,انسنحاريبقدارسلمن,انسنحاريبقدارسلمن,
خواصه,خواصه,خواصّه,خواصه,,خواصه,خواصه,خواصه,خواصه,
رجل:,رجلًا,رجل,رجلًا,رجل,رجل,رجلًا,رجل,رجل,
حتى,حتى,حتى,حتي,منعندسنخاريب,حتى,حتى,حتي,حتي,
يتكلّم,يتكلم,يتكلم,يتكلم,,يتكلم,يتكلّم,يتكلم,يتكلم,
معفرعون,معفرعون,معفرعون,معفرعون,,معفرعون,معفرعون,معفرعون,معفرعون,
ويردّ,ويرد,الملك,ويرد,,ويرد,الملك_,الملك,الملك,
مسايله,مسايله,,مسايله,,مسايله,,,_,
:وبلغ,بلغوا,فمضواواعلموا,بلغوا,,وبلغ,فمضواواعلموا,فمضواواعلموا,فمضواواعلموا,
الخبر,الخبر,,الخبر,,الخبر,,,,
لفرعون,الى,,الي,,لفرعون,,,,
,فرعون,,فرعون,الملك,الملك,,,,
الملك:,,,,,,,,,
,الملك,الملك,الملك,,,الملك,الملك_,الملك_,
,,,,,,_,,,
فارسل,فارسل,فارسل,فارسل,فارسل,فارسل,فارسل,فارسل,فارسل,
جماعه,جماعه,جماعة,جماعه,أحضرهالىقدامهفدخلوقبلالارضودعابكلاملطيففترحببهفرعون,جمامه,جماعه,جماعة,جماعة,
منخواصه,منخواصه,منخواصه,منخواصه,,منخواصه,منخواصه,منخواصه,منخواصه,
,,,,وقالله,,,,,
حتىحضره,ليحضروه,ليحضروه,ليحضروه,اهلًاومرحبابكياحكيمفقاللهحيقارانسيدىالملكسنخاريب,حتىيحضروه,ليحضروه,ليحضروه,ليحضروه,
الى,الى,,الي,,,,,,
بينيديه:,بينيديه,بينيديه,بينيديه,,بينيديه,بينيديه_,بينيديه_,بينيديه_,
فاتى,فاتى,فاتى,فاتاودخلاليقدامفرعونسجد,,فاتى,فاتى,فاتي,فاتي,
ودخل,ودخل,ودخل,,,ودخل,ودخل,ودخل,ودخل,
الى,الى,,,,الى,الى,,,
قدّام,قدام,قدام,,,قدام,قدّام,قدام,قدام,
فرعون:,فرعون,فرعون,,,فرعون,فرعون,فرعون,فرعون,
وسجد,وسجد,وسجد,,,وسجد,وسجد,وسجد,وسجد,
امامه,له,امامه,امامه,,قدامهامامه,امامه,امامه,امامه_,
للارض:,كمايليقللملوك,كمايليقللملوك,كمايليقللملوك,,,كمايليقللملوك,كمايليقللملوك,كمايليقللملوك,
,,,,,وقاللهسيدي,,,,
وقالله,,,,,,,,,
,وقال,وقال,,,,وقال,وقال,وقال,
,,,وقاللهسيديالملكسنحاريب,,,,,,
سيّدي,لهياسيديالملك,لهسيدى,,,,له_,لهُ_,لهُ_,
الملكسنحاريب,,,,,الملكسنحاريب,,,,
,,,,,,سيدي,سيدي,سيدي,
,سنحاريبالملك,سنحاريبالملك,,,,سنحاريبالملك,سنحاريبالملك,سنحاريبالملك,
يهديكجزيلالسلام:,يهديكجزيلالسلام,يهديكجزيلالسلام,يهديكجزيلالسلام,يهديكجزيلالسلام,يهديكجزيلالسلام,يهديكجزيلالسلام_,يهديكجزيلالسلام,يهديكجزيلالسلام,
والتحية,والعز,,والتحية,,والتحية,,,,
والاكرام:,والاكرام,,والاكرام,,والاكرام,,,,
وقد,وقد,وقد,وقد,وقد,وقد,وقد,وقد,وقد,
ارسلني,ارسلني,ارسلنى,ارسلني,ارسلنى,ارسلني,ارسلني,ارسلني,ارسلني,
انا,انا,انا,انا,لاكلمكواقضىاشغالكواصنعلكجميعماتريدوتشتهىثمقدملهالهدايافقبلهموفرحبهموقاللهمنتكونانتومااسمكفياجنادسنخاريبالملكفقاللهحيقاراناعبدكابيقاموانانملهمننملسنخاريبالملكفقاللهفرعونماكانعندسيدكاحدًااجلمنكحتىارسللينملهتتكلممعىفقاللهحيقارياسيديانابعوناللهوبسعادتكوسعادتسيديالملكسنخاريباقضي,انا,انا,انا,انا,
واحد,واحد,واحدًا,واحد,,واحد,واحدًا,واحدًا,واحدًا,
منعبيده:,منعبيده,منعبيده,منعبيده,,منعبيده,منعبيده,منعبيده,منعبيده,
حتى,حتى,حتى,حتي,,حتى,حتى,حتي,حتي,
اردّ,ارد,ارد,ارد,,ارد,اردّ,ارد,ارد,
لك,لك,لك,لك,,لك,لك,لك,لك,
سوالك,سوالك,جوابك,سوالك,,سوالك,جوابك,جوابك,جوابك,
ومهماتريد:وارسلتتتمنّاعليه:بنيان,واقضي,واقضى,واقضي,,ومهماتريدوارسلتتتمنّاعليهبنيان,واقضي,واقضي,واقضي,
,كل,لكجميع,كل,لكجميع,,لكجميع,لكجميع,لكجميع,
,ما,ما,مهما,ما,,ما,ما,ما,
,تريد,اردت,اردت,تريد,,اردت,اردت_,اردت_,
,وانك,,وانك,منالمسايلوغيرهاوقد,,_,,,
,,وانامامور,,,,وانامامور,وانامامور,وانامامور,
,,بكلما,,,,بكلما,بكلما,بكلما,
,,تحتاجاقضيهلانك,,,,تحتاجاقضيه_لانك,تحتاجاقضيهلانك,تحتاجاقضيه_لانك,
,ارسلت,أرسلت,ارسلت,ارسلت,,ارسلت,ارسلت,ارسلت,
,تطلبمن,تطلبمن,تطلبمن,تشتهيانتبنا,,تطلبمن,تطلبمن,تطلبمن,
,سيدي,سيدى,سيدي,,,سيدي,سيدي,سيدي,
,الملكرجلًا,الملكرجلًا,الملكرجلًا,,,الملكرجلًا,الملكرجلًا,الملكرجلًا,
,يبني,يبنى,يبني,,,يبني,يبني,يبني,
