162,Add_2020,Add_7200,Ar_7/229,Manuscrit_4122,Or_2313,Sachau_162,Sado_no_9,Syr_80
,,,,,,,,ܡܨܪ̈ܝܐ܂ܗܝܕܝܢܥܢܐ
,,,,,,,ܡܨܪ̈ܝܐ,
,,,,,,,,ܡܠܟܐܘܐܡܪܠܝ܂
,,,,ܡܨܪ̈ܝܐ܆ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪܠܝ܆,,,ܗܝܕܝܢܥܢܐܡܠܟܐܘܐܡܪܠܝܚܙܝܬܐܚܝܩܖܡܨܪ̈ܝܐܡܢܐ܂܂܂܂܂ܟܬܒܠܢ,
,ܚܙܝܬ,,,ܚܙܝܬ,,,,ܚܙܝܬ
,ܐܚܝܩܪ,,,ܐܚܝܩܪ,,,,ܐܚܝܩܪ
,,,,ܡܨܪ̈ܝܐ,,,,ܡܨܪ̈ܝܐ
,ܡܢܐ,,,,,,,
,,,,ܡܢܐ,,,,ܡܢܐ
,ܟܬܒܠܝܦܪܥܘܢܡܠܟܐܕܡܨܪܝܢ܂ܘܥܢܝܬܘܐܡܪܬܠܗ܂ܡܪܝܡܠܟܐܥܠܗܕܐ,,,,,,,
,,,,ܟܬܒܘ,,,,ܟܬܒܘ
,,,,ܠܢ܆,,,,ܠܟ܂
,,,,ܘܐܝܕܐܡܕܐܬܐܣܡܘܥܠ,,,ܘܐܝܕܐܡܕܐܬܐܣܡܘܥܠ,ܘܐܝܕܐܡܕܐܬܐܣܡܘܥܠ
,,,,ܒܢܝ̈ܐܬܘܪܘܢܝ̈ܢܘܐ܇,,,,ܒܢ̈ܝ
,,,,,,,ܐܬܘܪܘܢܝܢܘܐ܂,ܐܬܘܪܘܢܝܢܘܐ܂
,,,,,,,ܟܕܡܦܢܐܐܚܝܩܪܦܬܓܡܐܠܡܠܟܐ,
,,,,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬܠܗ,,,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬܠܗ,ܗܝܕܝܢܥܢܝܬܘܐܡܪܬܠܗ
,,,,ܡܠܟܐܠܥܠܡ,,,ܡܠܟܐ܂܂܂܂ܠܥܠܡ,ܡܠܟܐܠܥܠܡ
,,,,ܚܝ܆ܥܠ,,,ܚܝܝ܂ܥܠ,ܚܝܝ܂ܥܠ
,ܨܒܘܬܐܨܦܬܐܠܐ,,,ܨܒܘܬܐܨܦܬܐܠܐ,,,ܨܒܘܬܐܨܦܬܐܠܐ,ܨܒܘܬܐܨܦܬܐܠܐ
,ܬܗܘܐ,,,ܬܗܘܐ,,,ܝܗܒܗܘܐܠܟ,ܬܗܘܐ
,ܠܟ܂ܐܢܐ,,,ܠܟ܆,,,,ܠܟ܂ܐܢܐ
,,,,ܐܢܐ,,,ܐܢܐ,
,,,,ܓܝܪ,,,ܓܝܪ,ܓܝܪ
,ܐܙܠ,,,ܐܙܠ,,,ܐܙܠ,ܐܙܠ
,,,,,,,,ܐܢܐ
,ܐ̄ܢܐ,,,ܐَܢܐ,,,ܐ̄ܢܐ,
,ܠܡܨܪܝܢ,,,ܠܡܨܪܝܢ,,,ܠܡܨܪܝܢ,ܠܡܨܪܝܢ
,ܘܒܢܐ,,,ܘܝܗܒ,,,ܘܝܗܒ,ܘܝܗܒܢܐܦܬܓܡܐܠܗ܂
,ܐ̄ܢܐ,,,ܐَܢܐܦܬܓܡܐܠܗ,,,ܐ̄ܢܐ,
,ܠܗܒܝܪܬܐܠܡܠܟܐ܂ܘܥܠܟܠܡܕܡܕܡܫܐܠܠܝ,,,ܘܠܟܠܗܘܢܒܥܠܕܒܒ̈ܝܟ,,,ܦܬܓܡܐܠܗܘܠܟܠܗܘܢܒܥܠܕܒܒܝ̈ܟ܂܂܂,ܘܠܟܠܗܘܢܒܥܠܕܒܒ̈ܝܟ
,,,,ܦܠܐܬܐ,,,ܦܠܐܬܐ,ܦܠܐ̱ܬܐܝܗܒܢܐ܂
,ܝܗܒܢܐ,,,ܝܗܒܐَܢܐ܆,,,ܝܗܒܢܐ,
,ܠܗܦܬܓܡܐ܂ܘܡܕܐܬܐܕܡܨܪܝܢܕܬܠܬܫܢܝ̈ܢ܆ܡܝܬܐܐ̄ܢܐܥܡܝ܂ܘܟܕ,,,ܘܡܕܐܬܐ,,,ܡܕܐܬܐ,ܘܡܕܐܬܐ
,,,,ܕܡܨܪܝܢܐܝܬܐ,,,ܕܡܨܪܝܢܐܝܬܐ,ܕܡܨܪܝܢܐܝܬܐ
,,,,ܠܟ܆,,,ܠܟ܂,ܠܟ܂
,,,,ܘܟܕܗܠܝܢ,,,ܘܟܕܗܠܝܢ,ܘܟܕܗܠܝܢ
,ܫܡܥ,,,ܫܡܥ,,,ܫܡܥ,ܫܡܥ
,ܡܠܟܐ,,,ܡܠܟܐ,,,ܡܠܟܐ,ܡܠܟܐ܂
,ܚܕܝܚܕܘܬܐ,,,ܚܕܝܚܕܘܬܐ,,,ܚܕܝܚܕܘܬܐ,ܚܕܝܚܕܘܬܐ
,ܪܒܬܐ܂,,,ܪܒܬܐ܆,,,ܪܒܬܐ܂,ܪܒܬܐ܂
,ܘܝܘܡܐܪܒܐ,,,ܝܘܡܐܪܒܐ,,,ܝܘܡܐܪܒܐ,ܝܘܡܐܪܒܐ
,ܥܒܕ܂,,,ܥܒܕ܆,,,ܥܒܕ,ܥܒܕ܂
,ܘܕܒܚ̈ܐܪܘܪ̈ܒܐܕܒܚ܂,,,ܘܥܩܬܐܡܢܪܥܝܢܗ,,,ܘܥܩܬܐܡܢܪܥܝܢܗ,ܘܥܩܬܐܡܢܪܥܝܢܗ
,,,,ܐܥܒܪ܆,,,ܥܒܕ܂܂ܘܕܒܚ,ܐܥܒܪ܂
,,,,ܘܕܒܪ,,,,ܘܕܒܪ
,,,,ܬܘܪ̈ܐ,,,ܬܘܪ̈ܐ,ܬܘܪ̈ܐ
,,,,ܡܦܛܡ̈ܐ,,,ܡܦܛܡ̈ܐ,ܡܦܛܡ̈ܐ܂ܘܡܘܗܒ̈ܬܐ
,ܘܡܘܗ̈ܒܬܐ,,,ܘܡܘ̈ܗܒܬܐܝܗܒܠܝ,,,ܘܡܘܗ̈ܒܬܐ,
,ܝܗ̄ܒܠܝ܂ܘܠܝܒܘܣܡܟܡܣܟܝܢܟܢܬܝ܂,,,,,,ܪܘܪܒܬܐ,
,,,,,,,ܝܗ̄ܒܠܝ,ܝܗ̄ܒܠܝ
,,,,,,,,܂
,,,,ܘܠܢܒܘܣܡܟ,,,ܘܠܢܒܘܣܡܟ,ܘܠܢܒܘܣܡܟ
,ܒܪܫ,,,ܒܪܫ,,,ܒܪܝܫ,ܒܪܫ
,ܟܠܗܘܢ,,,ܟܠܢ,,,ܟܠܢ,ܟܠܢ
,ܐܘܬܒܗ܂,,,ܐܘܬܒܗ܆,,,ܐܘܬܒܗ,ܐܘܬܒܗ܂
,ܘܒܬܪܟܢܐܓܪܬܐ,,,ܘܒܕܪܓܐܪܫܝܐ,,,ܘܒܕܪܓܐܪܫܝܐ,ܘܒܕܪܓܐܪܫܝܐ
,,,,ܥܒܕܗ܆,,,ܥܒܕܗ܂,ܥܒܕܗ܂
,,,,,,,ܟܕܟܬܒܐܚܝܩܪܐܓܪܬܐܠܘܬܐܢ̄ܬܬܗ܂,
,,,,ܘܠܨܦܪܗܕܝܘܡܐܐܓܪܬܐܠܘܬ,,,ܘܠܨܦܪܗܕܝܘܡܐܐܓܪܬܐܠܘܬ,ܘܠܨܦܪܗܕܝܘܡܐܐܓܪܬܐܠܘܬ
,,,,ܐܢَܬܬܝ,,,ܐܫܦܓܢܝܐܢܬܬܝ,ܐܢ̄ܬܬܝ
,ܟܬܒܬ,,,ܐܫܦܓܢܝ,,,ܟܬܒܬ,ܐܫܦܓܢܝ
,ܠܐܫܦܓܢܝܐܢܬܬܝ܂ܕܟܕܐܓܪܬܐܗܕܐ,,,ܟܬܒܬ܆,,,,ܟܬܒܬ܂
,,,,ܟܕܐܓܪܬܐܗܕܐ,,,ܟܕܐܓܪܬܐܗܕܐ,ܟܕܐܓܪܬܐܗܕܐ
,,,,ܠܘܬܟܝ,,,ܠܘܬܟ܂,ܠܘܬܟܝ
,ܬܡܛܐ,,,ܬܡܛܐ܆ܐܡܪ,,,ܬܡܛܐ,ܬܡܛܐ
,ܠܘܬܟܝ܂,,,,,,,
,ܐܡܪܝ,,,,,,ܐܡܪܝ,ܐܡܪܝ
,ܠܨܝܕ̈ܐܕܝܠܝܕܢܨܘܕܘܢ,,,ܠܨܝܕ̈ܐܕܝܠܝܕܢܨܘܕܘܢ,,,ܠܨܝܕ̈ܐܕܝܠܝܕܢܨܘܕܘܢ,ܠܨܝܕ̈ܐܕܝܠܝܕܢܨܘܕܘܢ
,ܠܝ,,,ܠܝ,,,ܠܟ,ܠܝ
,ܬܪܝܢ,,,ܬܪܝܢ,,,ܬܪܝܢ,ܬܪܝܢ
,ܒ̈ܢܝ,,,ܒܢ̈ܝ,,,ܒܢܝ̈,ܒܢ̈ܝ
,ܢܫܪ̈ܐ܂,,,ܢܫܪ̈ܐ,,,ܢܫܪ̈ܐ,ܢܫܪ̈ܐ܂
,ܘܐܡܪܝ,,,ܘܐܡܪܝ,,,ܘܐܡܪܝ,ܘܐܡܪܝ
,ܠܥܒ̈ܕܝ,,,ܠܥܒܕܝ̈,,,ܠܥܒܕܝ̈,ܠܥܒܕ̈ܝ
,,,,ܕܢܝܬܘܢ,,,ܕܢܝܬܘܢ,ܕܢܝܬܘܢ
,ܟܬܢܐ,,,ܟܬܢ̈ܐ,,,ܟܬܢܐ,ܟܬܢ̈ܐ
,ܕܢܥܒܕܘܢܓܪ̈ܓܐܕܟܬܢܐ܂,,,ܘܢܐܡܕܘܢ,,,ܘܢܡܕܘܢ,ܘܢܙܡܕܘܢܠܝܬܪ̈ܬܝܢܓܝܓ̈ܠܐ܂
,,,,ܠܝܬܪܬܝܢ,,,ܠܝܬܪܬܝܢ,
,,,,ܓܝ̈ܓܠܐ܆,,,ܓܝܓܠ̈ܐ,
,ܘܢܗܘܐ,,,ܘܢܗܘܐ,,,ܘܢܗܘܐ,ܘܢܗܘܐ
,ܐܘܪܟܗܕܚܕܡܢܗܘܢ,,,ܥܘܒܗܘܢ,,,ܥܘܒܝܗ̈ܘܢ,ܥܘܒܗܘܢ
,,,,ܚܨܪܐ,,,ܚܨܪܐ,ܚܨܪܐ
,,,,ܚܕܐ܆ܐܘܪܟܗܘܢ,,,ܚܕܐܘܐܘܪ̈ܟܝܗܘܢ,ܚܕܐ܂ܬܘܪ܆ܒܗܘܢ
,ܐܠܦ,,,ܐܠܦ,,,ܐܠܦ,ܐܠܦ
,ܐܡܝܢ܂ܘܥܒܝܗܐܝܟܚܨܪܐܙܥܘܪܬܐ܂ܘܐܡܪܝܠܢܓܪ̈ܐ,,,ܐܡܝ̈ܢ܆,,,ܐܡܝ̈ܢܘܦܩܘܕܝܠܩܝܢܝ̈ܐ,ܐܡܝ̈ܢ܂
,ܘܢܥܒܕܘܢ,,,ܘܦܩܘܕ,,,ܘܢܥܒܕܘܢ,ܘܦܩܘܕ
,,,,ܠܩܝ̈ܢܝܐ,,,,ܠܩܝܢ̈ܝܐ
,,,,ܕܢܥܒܕܘܢ,,,,ܕܢܥܒܕܘܢ
,ܠܝ,,,ܠܝ,,,ܠܝ,ܠܝ
,ܩܠܘܒ̈ܝܐܠܒ̈ܢܝܢܫܪ̈ܐ܂ܘܐܢܬܝܐܫܠܡܠܥܘܒܐܝܠ,,,ܬܪ̈ܬܝܢ,,,ܬܪ̈ܬܝܢ,ܬܪ̈ܬܝܢ
,,,,ܟܘ̈ܠܒܐ,,,ܟܘܠܒܐ,ܟܘܠܒ̈ܐ܂
,,,,ܘܐܫܠܡ,,,ܘܐܫܠܡ,ܘܐܫܠܡ
,,,,ܠܢܒܘܚܝܠ,,,ܠܢܒܘܚܝܠܘܒܛܒܫܠܡ,ܠܢܒܘܚܝܠ
,ܘܠܛܒܫܠܡ,,,ܘܠܛܒܫܠܡ,,,,ܘܠܛܒܫܠܡ
,,,,,,,ܛܠܝܐܕܝܠܝ,
,,,,,,,,ܛܠܝܐܕܝܠܝ
,,,,ܛܠܝ̈ܐܕܝܠܝܠܢܫ̈ܐ܇,,,ܠܢܫ̈ܐ܂܂܂܂,
,,,,,,,,ܠܢܫ̈ܐ
,,,,ܫܒܥ,,,ܫܒܥ,ܫܒܥ
,,,,ܡܝ̈ܢܩܢܠܗܘܢܕܢܬܪܒܘܢ܆,,,ܕܡܝܢ̈ܩܢ,ܡܝܢܩܢ
,,,,,,,ܠܗܘܢ,ܠܗܘܢ
,,,,,,,ܕܢܬܪܒܘܢܛܠܝܐܥܠܥܠܝܗܘܢ܂ܐܡܪܐ,ܕܢܬܪܒܘܢ܂
,,,,ܐܩܝܡܝ,,,,ܐܩܝܡܝ
,,,,ܠܒܢܝ̈ܢܫܪ̈ܐ܆ܘܢܪَܒܘܢ,,,,ܠܒܢ̈ܝܢܫܪ̈ܐ܂ܘܢܪܒܘܢ
,,,,ܛܠܝ̈ܐ,,,,ܛܠܝ̈ܐ
,,,,ܥܠܝܗܘܢ,,,,ܥܠܝܗܘܢ܂
,,,,ܐܡܪ̈ܐ,,,,ܐܡܪ̈ܐ
,,,,ܬܪܝܢܒܝܘܡܐ,,,ܬܪܝܢܒܝܘܡܐ,ܬܪܝܢܒܝܘܡܐ
,,,,ܚܕ܆,,,ܚܕܘܢܠܦܘܢ܂,ܚܕ܂
,ܛܠܝ̈ܐ,,,,,,ܛܠܝ̈ܐ,
,ܬܪܝܢܕܠܐܝܕܥܝܢܕܢܡܠܠܘܢ,,,,,,,
,ܘܢܠܦܘܢ,,,ܘܢܠܦܘܢ,,,,ܘܢܠܦܘܢ
,ܐܢܘܢ,,,ܛܠܝ̈ܐܕܢܐܡܪܘܢ܆,,,,ܛܠܝܐ̈ܕܢܙܡܪܘܢ܆
,ܕܢܐܡܪܘܢ,,,,,,ܕܢܐܡܪܘܢ,
,,,,ܛܝܢܐ,,,ܛܝܢܐ,ܛܝܢܐ
,,,,ܘܡܠܛܐܘܐܪ̈ܚܐ,,,ܘܡܠܛܐ܂ܐܪܚܐ,ܘܡܠܛܐܘܐܪ̈ܚܐ
,,,,ܓܒܪ̈ܐ,,,ܓܒܪ̈ܐ,ܓܒܪ̈ܐ
,,,,ܐܣܩܘܠܐܪ̈ܕܟܠܐ,,,ܐܣܩܘ܂܂܂܂܂ܠܐܪܕܟܠܐ܂ܕܡܠܟܐܕܒܛܠܝܢ܂,ܐܣܩܘܠܐܪ̈ܕܟܠܐ
,,,,ܕܒܛܝܠܝܢ܆ܘܐܢܬܬܝ,,,,ܕܒܛܝܠܝܢ܂
,,,,,,,ܘܐܢ̄ܬܬܝ,ܘܐܢ̄ܬܬܝ
,,,,ܣܓܝܚܟܝܡܐ,,,ܣܓܝܚܟܝܡܐ,ܣܓܝܚܟܝܡܐ
,,,,ܗَܘܬ,,,ܗ̄ܘܬ,ܗ̄ܘܬ
,,,,ܘܟܠ,,,ܘܟܠ܂܂܂܂܂,ܘܟܠ
,,,,ܕܦܩܕܬܗ,,,ܕܦܩܕܬܗ,ܕܦܩܕܬܗ
,,,,ܥܒܕܬ܆,,,ܥܒܕܬܟܕܢܣܒܐܚܝܩܪܦܘܩܕܢܐܡܢܡܠܟܐܕܢܐܙܠ܂܂܂܂ܠܡܨܪܝܢ܂ܒ,ܥܒܕܬ܂
,,,,ܗܝܕܝܢܐܬܘܪ̈ܝܐ,,,ܗܝܕܝܢܐܬܘܪ̈ܝܐ,ܗܝܕܝܢܐܬܘܪ̈ܝܐ
,,,,ܘܢܝ̈ܢܘܐ,,,ܘܢܝܢܘܝ̈ܐܟܕܫܡܥ,ܘܢܝܢܘ̈ܝܐ
,,,,ܟܕܫܡܥܘ,,,,ܟܕܫܡܥܘ
,ܗܟܢܐ܂,,,ܗܟܢܐ܆,,,ܗܟܢܐ܂,ܗܟܢܐ܂
,ܛܝܢܐܡܠܛܐ܂ܐܪ̈ܚܐܠܒ̈ܢܐ܂ܐܘܫܛܘܠܐܪ̈ܕܟܠܐܕܒܛܝܠܝܢ܂ܘܐܫܦܓܢܝܐܢܬܬܝܟܠܡܕܡܕܫܠܚܬܠܗܥܒܕܬ܂ܗܝܕܝܢܐܡܪܬܠܡܠܟܐ܂ܦܩܘܕܡܪܝܘܫܒܘܩܝܢܝܐܙܠܠܡܨܪܝܢ܂ܘܟܕܦܩܕܠܝܠܡܐܙܠ܉,,,ܚܕܝܘܚܕܘܬܐ,,,ܚܕܝܘܚܕܘܬܐ,ܚܕܝܘܚܕܘܬܐ
,,,,ܪܒܬܐ܆ܘܠܕܘܟܝܬܗܘܢܗܦܟܘ܇,,,ܪܒܬܐܘܠܕܘܟܝܬܗ̈ܘܢܗܦܟܘ,ܪܒܬܐ܂ܘܠܕܘܟܝ̈ܬܗܘܢܗܦܟܘ܂
,,,,ܘܥܢܝܬ,,,,ܘܥܢܝܬ
,,,,ܐܢܐܐܚܝܩܪܘܠܡܠܟܐ,,,ܐܢܐܐܚܝܩܪܘܠܡܠܟܐ,ܐܢܐܐܚܝܩܪܘܠܡܠܟܐ
,,,,ܐܡܪܬ܆,,,ܐܡܪܬ,ܐܡܪܬ܂
,,,,ܡܪܝܡܠܟܐ,,,ܡܪܝܡܠܟܐ,ܡܪܝܡܠܟܐ
,,,,ܐܦܣܠܝ,,,ܐܦܝܣܠܝܕܐܙܠܠܡܨܪܝܢܘܟܕܐܦܝܣܠܝܡܠܟܐ,ܐܦܣܠܝ
,ܕܒܪܬ,,,ܕܐܙܠ܆,,,ܕܒܪܬ,ܕܐܙܠ܂
,ܠܝܚܝܠܐܘܐܙܠܬ܂ܘܟܕܡܛܝܢܠܒܬ,,,ܘܡܠܟܐܐܡܪ,,,ܥܡܝܚܝܠܐ܂܂܂܂ܕܝܠܝܘܐܙܠܬܘܟܐ,ܘܡܠܟܐܐܡܪ
,,,,ܙܠ܆,,,,ܙܠ܂
,,,,ܘܕܒܪܬܥܡܝܚܝܠܐ,,,,ܘܕܒܪܬܥܡܝܚܝܠܐ
,,,,ܕܝܠܝ܆,,,,ܕܝܠܝ܂
,,,,ܘܟܕ,,,,ܘܟܕ
,,,,ܡܛܝܬܠܒܝܬ,,,ܡܛܝܬܠܒܝܬ,ܡܛܝܬܠܒܝܬ
,ܒܘܬܐ,,,ܒܘܬܐ,,,ܒܘܬܐ,ܒܘܬܐ܂
,ܩܕܡܝܐ܉ܐܦܩܬܐܢܘܢ,,,ܩܕܡܬ,,,ܩܕܡܬ,ܩܕܡܬ
,,,,ܘܐܫܪܝܬ,,,ܘܫܪܝܬܠܚܝܠܐ,ܘܐܫܪܝܬ
,,,,ܠܚܝܠܐ܆,,,,ܠܚܝܠܐ܂
,,,,ܘܐܦܩܬ,,,ܘܐܦܩܬ,ܘܐܦܩܬ
,ܠܒܢ̈ܝ,,,ܠܒܢ̈ܝ,,,ܠܒܢܝ̈,ܠܒܢܝ̈
,ܢܫܪ̈ܐ܂ܘܩܛܪܬ,,,ܢܫܪ̈ܐ܆ܘܩܛܪܐܓܝ̈ܓܠܐ,,,ܢܫܪ̈ܐܘܩܛܒܬܓܝܓܠܐܒܪܓܠܝܗܘܢܘܐܪܟܒܬ,ܢܫܪ̈ܐ܂ܘܩܛܪܬ
,ܓܪ̈ܓܐܒܪ̈ܓܠܝܗܘܢ܂ܘܐܪܟܒܬܗܠܝܢܛ̈ܠܝܐܥܠܝܗܘܢ܂ܘܫܩܠܘ,,,,,,,ܓܝܓܠ̈ܐ
,,,,ܒܪ̈ܓܠܝܗܘܢ,,,,ܒܪ̈ܓܠܝܗܘܢ
,,,,ܘܪܟܒܬ,,,,ܘܪܟܒܬ
,,,,ܥܠܝܗܘܢ,,,ܥܠܝܗܘܢ,ܥܠܝܗܘܢ
,,,,ܛܠܝ̈ܐ,,,ܛܠܝܐܕܝܠܝܘܐܪܦܬ܂܂܂,ܛܠܝ̈ܐ
,,,,ܕܝܠܝ܆ܘܐܪܦܝܬ,,,,ܕܝܠܝ܂ܘܐܪ̈ܦܝܬ
,ܐܢܘܢ,,,ܐܢܘܢ,,,ܐܢܘܢ,ܐܢܘܢ
,ܘܣܠܩܘ,,,ܘܐܣܩܘܐܢܘܢ,,,ܘܣܠܩܬ,ܘܐܣܩܘܐܢܘܢ
,ܠܪܘܡܐ,,,ܠܪܘܡܐ܆,,,ܠܪܘܡܐ,ܠܪܘܡܐ܂
,ܥܠܝܐ܂,,,,,,ܕܗܘܘ,
,ܘܗܘܘ,,,ܘܗܘܘ,,,,ܘܗܘܘ
,ܩܥܝܢ,,,ܒܥܝܢܛܠܝ̈ܐ,,,ܩܥܝܢ,ܒܥܝ̈ܢܛܠܝܐ̈ܐܝܟܕܝܠܦܘ܂
,ܛ̈ܠܝܐ,,,,,,ܛܠܝܐܐܝܟܕܝܠܦܬ,
,ܐܝܟ,,,ܐܝܟ,,,ܐܝܬܘ,ܐܝܬܘ
,ܕܝܠܝܦܝܢܗ̄ܘܘ܂ܛܝܢܐܡܠܛܐ܂ܐܪ̈ܚܐܠܒ̈ܢܐ܂ܐܘܫܛܘ,,,ܕܝܠܦܘ܆ܐܝܬܘܗܝ,,,,
,,,,ܠܒܢ̈ܐ,,,ܠܒܢ̈ܐ,ܠܒܢ̈ܐ
,,,,ܘܐܪܚܐܘܛܝܢܐܘܡܠܛܐ,,,ܘܐܪ̈ܚܐ܂܂ܛܝܢܐܡܠܛܐܕܠܐܪܕܟܠܐܕܡܠܟܐܕܒܛܝܠܝܢ,ܘܐܪܚܐܘܛܝܢܐܘܡܠܛܐ
,ܠܐܪ̈ܕܟܠܐ,,,ܠܐܪ̈ܕܟܠܐ,,,,ܠܐܪ̈ܕܟܠܐ
,,,,ܕܡܠܟܐ,,,,ܕܡܠܟܐ
,ܕܒܛܝܠܝܢ܂,,,ܕܒܛܝܠܝܢ܆,,,,ܕܒܛܝܠܝܢ܂
,ܗܝܕܝܢ,,,ܘܗܝܕܝܢ,,,ܘܗܝܕܝܢ,ܘܗܝܕܝܢ
,ܩܦܣܬ,,,ܩܦܣܬ,,,ܩܦܣܝܬ,ܩܦܣܬ
,ܐܢܘܢ܂ܘܟܕܡܢܥܢܢܠܡܨܪܝܢ܂ܐܙܠܬܠܬܪܥܐܕܡܠܟܐ܂ܘܐܡܪܘܠܡܠܟܐܪܘܪ̈ܒܢܘܗܝ܂ܕܐܬܐܠܗܓܒܪܐܕܫܕܪܡܠܟܐܕܐܬܘܪ܂ܘܦܩܕܡܠܟܐܘܝܗ̄ܒܠܝ,,,ܐܢܘܢ,,,ܐܢܘܢ,ܐܢܘܢ
,,,,ܠܘܬܝ܆,,,ܠܘܬܝܡܥܠܬܗܕܐܚܝܩܪ,ܠܘܬܝ܂
,ܒܝܬܡܫ̱ܪܝܐ܂,,,,,,,
,ܘܠܒܬܪܗܕܝܘܡܐܥܠܬܩܕܡܘܗܝ܂ܘܣܓܕܬܠܗ,,,,,,,
,,,,ܘܟܕܡܛܝܬ,,,,ܘܟܕܡܛܝܬ
,,,,ܠܡܨܪܝܢ,,,ܠܡܨܪܝܢ,ܠܡܨܪܝܢ܆
,,,,,,,ܥܡ,
,,,,ܐܝܙܓܕ̈ܐ,,,ܐܝܙܓܕ̈ܐ,ܐܝܙܓܕ̈ܐ
,,,,ܕܡܠܟܐ,,,ܕܡܨܪܝܢܕܦܪܥܘܢ,ܕܡܠܟܐ
,,,,,,,ܘܟܕܡܛܝܬ,
,,,,ܐܘܕܥܘܗܝ܆ܘܦܩܕܡܠܟܐܝܗܒܠܗܒܝܬܡܫܪܝܐ܆,,,,ܐܘܕܥܘܗܝ܂ܘܦܩܕܡܠܟܐ܂ܘܝܗܒܠܗ
,,,,,,,,ܒܝܬܡܫ̱ܪܝܐ܂
,,,,,,,ܠܡܨܪܠܡܨܪܝܢܐܣܝܐܕܡܠܟܐܐܬܐܠܘܬܘܟܕܦܩܕ,
,,,,ܘܦܩܕ,,,,ܘܦܩܕ
,,,,,,,,ـ
,,,,ܡܠܟܐܕܢܥܘܠܐܚܝܩܪ,,,ܡܠܟܐܕܢܥܘܠܐܚܝܩܪ,ܡܠܟܐܕܢܥܘܠܐܚܝܩܪ
,,,,ܠܘܬܗ܆,,,ܠܘܬܗ,ܠܘܬܗ܂
,,,,ܘܥܠܬܠܘܬܗ,,,ܘܥܠܬܠܘܬܗ,ܘܥܠܬܠܘܬܗ
,ܘܫܐܠܬ,,,ܘܫܐܠܬ,,,ܘܫܐܠܬ,ܘܫܐܠܬ
,ܒܫܠܡܗ܂,,,ܒܫܠܡܗ܆,,,ܒܫܠܡܗܘܗܝܕܝܢܐܡܪܠܝܡܢܐܗ̄ܘ܂܂܂ܫܡܟܘܐܡܪܬܠܗ,ܒܫܠܡܗ܂
,ܘܥܢܐܡܠܟܐܘܐܡܪܠܝ܂ܡܢܫܡܟ܂ܘܐܢܐܐܡܪܬܠܗ܆,,,ܗܝܕܝܢܐܡܪܠܝܡܢܘ,,,,ܗܝܕܝܢܐܡܪܠܝܡܢܘ
,ܐܒܝܩܡ,,,ܫܡܟ܆,,,ܐܒܝܩܡ,ܫܡܟ܂
,ܐܝܬܘܗܝܫܡܝ܂,,,ܘܐܡܪܬܠܗܐܒܝܩܡ܆,,,,ܘܐܡܪܬܠܗܐܒܝܩܡ܆
,ܚܕܡܢ,,,ܚܕܡܢ,,,ܚܕܡܢ,ܚܕܡܢ
,ܫܘܫܡܢ̈ܐܫܝܛ̈ܐܕܡܠܟܘܬܐ܂ܘܥܢܐܘܐܡܪܠܝ܂ܗܟܢ,,,ܫܘܫܡܢܘ̈ܗܝܕܡܠܟܐ܆,,,ܫܘܫܡܢܘܗ̈ܝ,ܫܘܫܡ̈ܢܘܗܝ
,,,,,,,ܕܡܠܟܐ܂,ܕܡܠܟܐ܂
,,,,ܘܟܕܫܡܥܦܪܥܘܢܐܬܬܦܝܪ,,,ܘܟܕܫܡܥܦܪܥܘܢܐܬܐܦܝܪ,ܘܟܕܫܡܥܦܪܥܘܢܐܬܬܦܝܪ
,,,,ܘܐܡܪ,,,ܘܐܡܪ,ܘܐܡܪ
,,,,ܠܝ,,,ܠܝ,ܠܝ܂
,,,,ܗܟܢܐ,,,ܗܟܢܐ,ܗܟܢܐ
,ܐܬܬܫܝܛܬ,,,ܐܬܫܝܛܬ,,,ܐܬܬܫܝܛܬ,ܐܬܫܝܛܬ
,ܡܢ,,,ܠܘܬ,,,ܠܘܬ,ܠܘܬ
,ܡܪܟ,,,ܡܪܟ,,,ܡܪܟ,ܡܪܟ
,ܥܕܡܐ,,,,,,,
,ܕܫܘܫܡܢܐ,,,ܕܫܘܫܡܢܐ,,,ܕܫܘܫܡܢܐ,ܕܫܘܫܡܢܐ
,ܫܝܛܐܕܡܠܟܘܬܗܫܕܪܠܝ܂,,,ܢܫܕܪ,,,ܘܫܕܪܗܘܦܬܓܡܐ,ܢܫܕܪ
,,,,ܠܝ܆ܘܗܘܢܬܠܦܬܓܡܐ܆,,,,ܠܝ܂ܘܗܢܬܠܠܝܦܬܓܡܐ܂
,,,,ܘܐܡܪܠܝ,,,ܘܐܡܪܠܝ,ܘܐܡܪܠܝ
,ܙܠܐܒܝܩܡ,,,ܙܠܐܒܝܩܡ,,,ܙܠܐܒܝܩܡ,ܙܠܐܒܝܩܡ
,ܠܐܫܦܙܟ܂,,,ܠܒܝܬ,,,ܠܘܬ,ܠܒܝܬ
,,,,ܡܫܪܝܟ,,,ܡܫܪܝܟ,ܡܫ̱ܪܝܟ
,ܘܩܕܡ,,,ܘܩܕܡ,,,ܘܩܕܡ,ܘܩܕܡ
