Brit_Libr_Or_9321,Brit_Mus_Add_7209,Cod_Arab_236,DFM_00614,Mingana_Syr_258,Sachau_290_Sachau_339,Vat_sir_159
وهكذاقاليااللهايّذنبٍاذنبتالىاحيقارحتىانهارادفعلذلكمعيحينئذٍاجابندآنوقالللملكلاتغضبوتتكدر,يا,,يا,يا,وقالياالهي,ترا
,الاهي,,الآهي,الاهي,,
,ايش,ايش,ايش,ايش,ايش,ايش
,اخطيت,اخطيت,أخطيتوا,اخطيتوا,اخطيت,اخطيت
,عليحيقرحتييكتبهولايالي,انامعحيقارحتي,الى,الى,الى,فىحق
,,,حقار,حيقار,حيقار,حيقار
,,,حتى,حتى,حتى,حتى
,,كتبهكذا,كتبهكذا,كتب,كتب,كتب
,,,الى,هولاىالى,هولاالحروف,هولاىالى
,,الي,,ملكمصر,الي,
,فرعونملكمصر,فرعون,فرعونملكمصر,فرعون,فرعونملكمصر,فرعونملكمصر
,عدوي,عدوي,عدوي,عدوّي,عدوي,عدوي
,ومبغضي,ومبغضي,ومبغضي,ومبغضي,ومبغضي,وتكونمكافاتيمنههذه_
,ويكافني,ويكافينيبهده,حتىيكافيني,حتىيكافيني,حتىيكافيني,
,هذه,,هذه,هذه,هذه,
,المكافا,المكافات,المكافات,المكافه,المكافات_,
,,السوَّ_,,,,
,فقال,فقال,فقال,فقال,فقال,فقال
,نادن,لهنادان_,نادان,نادان,نادان,نادن
ياسيديالملك,للملك,ياسيديالملك,للملك,للملك,الىالملكسنحاريب_لا,لسنحاريب
لنذهبالآنونخرجالىبقعةالنسوركما,سنحريب,,سنحاريب,سنحاريب,,
,لا,,لا,لا,,لا
,تحرد,,,,,تحرد
,ولا,,,,,بل
,تحزنولا,,تحزنولا,تحزنولا,,
,تغتمبل,,تغتمبل,تغتمبل,تغتمبل,
,قوم,قوم,قوم,قوم,قوم,
,بنا,نخرجاليبقعةنسرين_وننظر,بنا,بنا,بنا,بنا
,نسير,,نسير,نسير,نسير,
,الي,,إلى,الى,الى,الى
,بقعةنسرين,,بقعةنسرين,بقعةنسرين,بقعةنسرين,بقعةنسرين
,ذلك,,ذلك,ذالك,ذلك,ذلك
,اليوم,,الذي,,اليوم,اليوم
,الذي,,,الذي,الذي,الذى
,قد,,,,,
,ذكر,,ذكر,ذكر,ذكر,ذكر
,في,,في,فى,في,فى
,الرسالهونعرف,,الرسالهونعرف,الرسالهونعرف,الرسالة_ونعلم,الرسالهونعرف
,صحة,صحة,صحت,صحَّة,صحة,صحة
,الخبر,القولحق,الخبر,الخبر,الخبر,الخبر
,ان,,ان,ان,,
هو,هو,هو,هو,هو,,هو
مكتوبفيهذهالرسالةومنثمَّهنعرفحقيقةهذهالاموروكلماتأمربهفانهيصيرحالًا_ولمّاأمرالملكبانيحضرواويصعدواالىالبقعةليرواحقيقةالأمرنهضاذذاكابنينذانمعسيدياسرحدوم,صحيح,,صحيح,صحيح,صحيح,صحيح
,,,,,هو,
,,,أم,,,
,ام,ام,,ام,ام,ام
,لا,كذب_فخرج,لا,لا,لا_,لا
,فانطلقوا,,فقامواانطلقوا,فقامواانطلقوا,فانطلقوا,فاتى
,,الملك,,,,
,واتوا,,وأتُوا,واتوا,سنحاريب,
,,,الملك,,,
الملك,الىسنحريب,,,الملك,الملك,
فجآءاووجدانيانا,,,,سنحاريب,,سنحاريب
,,ونادان,ونادان,,ونادان,
,,,,ونادان,,
,,ومنمعهمنالعسكر_اليدلكالمكانالمعلوم_فييومالمعلوم_وكانحيقارقدجمعالعساكروخرجاليبقعةنسرين_كماظنانالملكارسلاليه_فلماوصل,إلىبقعةنسرينفوجدونيأنا,,ابني,ونادن
,الملك,الملك,,,,
,ونادن,اليذلكالمكان_وجدحيقارراكبومعهجميعالعساكروهممنتصبين,,,,
,ولدي,,,ولدي,,
,الىبقعةنسرين,,,الىبقعةنسرين,الىبقعةنسرين,الىبقعةنسرين
,ووجدوني,,,فوجدنيالملك,ووجدوني,والعساكر
والعسكر,والعسكر,,والعسكر,والعسكر,والعسكر,
الذيكانمعيفيبقعةالنسور_ولماشاهدتهقدجآءقبالتيرتبتُقبالتهالعسكراستعدادًا,,,,,,
,,,حولي,حولي,حولي,
للحرب,مجموع,للحرب,مجموع,مجموع,مجموع,
,حولي,,,,,حولي
بنآءًعلىثقتيبتلكالرسالةالتيارسلهاليابنينذآنولماراىحينئذٍالملكذلك,,والقتال_فلمانظرالملكهداالامرَّ_خافوظنانحيقارقدغدرفيه_وحيقارلميكونيعلمكيفالامرَّ_وإنمافعلكماوجدالرساله_عنددلك,وأناحقارلمّاأبصرت,,,
,,,,,,مجموعه
,وانا,,,وانا,وانا,وانا
,حيقر,,,حيقار,حيقار,حيقار
,لما,,,لما,لما,لما
,رايت,,,ابصرت,رايت,نظرت
,,,,,وأبصرت,
,قدقربوا,,قدقربوا,قدقربوا,قدقربوا,قدقربوا
,ووصلوا,,ووصلوا,ووصلوا,ووصلوا,لعندي
,كما,,إلى,الى,الى,
,,,,,,مثل
,,,قربنا,قربنا,قربنا_,
,,,,,مثل,
,,,فمثل,فمثل,,
,,,ما,ما,ما,ما
,كتب,,كتب,كتب,كتب,كتب
,واوصا,,,,واوصىفيالرسالة_,واوصا
,في,,في,فى,,فى
,الرساله,,الرساله,الرساله,,الرساله
,فعلت,,فعلت,فعلتواوهوالان,فعلت,فعلت
,وهيجتالعسكر,,فهومنهذهالأحوال,,وهيجتالعسكر,وضربت
,حتييضربوا,,,,حتىيضربون,
,مصافمعهمولمانظر,,,,مصافمعهمولمانظر,مصافمعهم_ولمانظر
,سيديالملك,,,,سيديالملك,
,سنحريب,,,,سنحاريب,سنحاريب
,قد,,,,قد,
,فعلت,,,,فعلت,فعلت
,هكذي,,,,هكذا,هكذا
,فزع,,فزع,فزع,فزع,فزع
,,,,,وخاف,
مني,مني,,مني,مني,مني,مني
قطّبعليّوجهه_وعادراجعًابمشورةنذانابنياذا,وظنَّ,,,,جدًا_,
قال,,قال,وظن,وظن,وظن,وظن
لهياسيديالملك,انيقد,نادانللملك_قدبيَّنالانكلماكانيصنعهخاليحيقار_فلاتغتمالانايهاالملك,بنفسهإنّيمتغايروأنالمأشعرولاأعرفبمكر,اننيقدتياجيت,انيقد,انلى
,اتياجيت,,,,تخالفت,
,عليهوقد,,,عليهوقد,عليه_وقد,
,,,,,صحعندهُبان,
,لي,,,لي,لي,
,كلاممعاعدايه,,,كلاممعاعدايه,كلاممعاعدايه_,كلاممعاعدايه
,ومبغضيه,,,ومبغضينه,,
,وانالم,,,وانالم,وانالم,وانالم
,اشعر,,,اشعر,,
,ولا,ولا,,عرفحِيَلهولامكر,,
,اعرف,,,,اعرف,اعرف
,المكر,,,,حيلة,المكر
,والحيله,,,الذى,,الذى
,التي,,,,التي,صار_
,,,,عمل,,
,,,نادان,نادان,قد,
,عملها,,الذي,,عملها,
,,,عمل,,,
,نادن,,,,,
,معي,,فقالنادانللملك,معي,معي,
,,,,,نادان_,
,فقال,,,فقال,فقال,فقال
,نادن,,,نادانالى,نادانالى,نادن
,للملك,,,الملك,الملك,الملك
,ها,,ها,ها,هوذا,ها
,قدعرفت,,قدعرفت,قدعرفت,قدعرفت,قدعرفت
,صحة,,صحت,صحَّة,صحة,صحت
,الخبر,,الخبر,الخبر,الخبر,الخبر
انت,انت,,وأنت,فانت,انت,
اذهبالىبيتكوكنبراحةالبالفانّياناسالقيالقبضعلىاحيقاروهو,لا,,لا,لا,لا,لا
,تحزن,تحزن_,تحزن,تحزن,تحزن,تحزن
,,,ولاتغتم,ولاتغتم,,
,بل,بل,بل,بل,بل,بل
,ارجع,ارجع,أرجعإلى,ارجع,ارجع,ارجع
,الي,الي,,الى,الى,الى
,منزلك,مملكتك_,منزلك,منزلك,منزلك,منزلك
,واليمملكتك,,ومملكتك,ومملكتك,والىالمملكة,
,ولا,,لا,ولا,ولا,
,تخاف,,تخاف,تخاف,تخاف,
,وانا,وانا,عليهاوأناأجيب,انا,انا,وانا
,اجيب,اجيب,,اجيب,اجيب,اجيب
,لك,لك,لك,لك,لك,لك
,حيقر,حيقار,حقارمكتّفمقيّدفيزنجيلبالذيتغاير,حيقار,حيقار,حيقار
,مكتوف,,,مكتوف,مكتوف,مكتوف
,مقيد,مقيد,,مقيَّدفيزنجير,مقيد,
مربوط,,مربوط,,,,
بقيودوسلاسلواسلّمهبيديك_لفعلههذاالأمرمعك_ولما,بالسلاسل,بالسلاسل,,,بالسلاسل_,
,حيث,هداالدينكرخدمتكومنزلكوخبزكواراديسلممملكتكلغيرك_عنددلك,,حيث,حيث,حيث
,تياجا,,,تياجه,يجي,تياجا
رجع,,رجع,,,,
نذانمنعندالملك_جآءالىعنديوقالليناشدتكاللهياابي_انّالملكاسرحدومقدمدحكوعظّمكالىالغايةعلىهذاالعملالذيعملته_لكونكاطعتأمر,,,,,,
,عليك,,عليك,عليك,عليك_,عليك
,وعبرت,,اماالملك,وعبرت,وعبرت,
,عينه,,,عينه,عينيه,
,عليك,,,عليك,عليك,
,والملك,,,والملك,ملك,والملك
,,سنحاريب,سنحاريب,سنحاريب,سنحاريب,سنحاريب
,رجع,,رجع,رجع,رجع,رجع
,,الملكاليمكانه_,,,,
,اليبيته,,إلى,الى,الى,الى
,,,بيته,بيته,بيته,بيته
,وهوحزينمغموم,وهوحزينمغموم_,وهوحزينمغموم,وهوحزينمغموم,وهوحزينمغموم,ونادنولدى
,ونادن,لاجلمانظرمنحيقاروزيرهوكاتبهوكاتمسره_وجعليفتكركيفانهفعلمثلهذاالفعلثممظاناداناليخالهحيقار,ونادان,ونادان,ونادان,
,,,,,,اتى
,ولدياتا,,أتى,ولدياتا,ابني,الىَّ
,,,,,اتى,
,الىَّ,,,اليّ,,
,,,اليَّ,,اليَّ,
,وقال,وقال,وقال,وقال,وقال,وقال
,لي,له,لي,لي,لي_,لى
,كتير,والله,,والله,,والله
,,لقد,كثير,كثير,كثير,كثير
,فرح,فرح,الملكمجَّدك,فرح,فرح,فرح
,,الملك,,,,الملك
,بك,غايتالفرحاليوم_وشكرك,,بك,بك,بك
,الملك,,,الملك,الملك_,والانبعثنى
,سنحريبومجّدك,,,سحاريب,,
,,ومجدك,,ومجدك,ومجدك,
,حيث,,,,,
,,حيثصنعتكماارسليقوللك_لانكانعندهاُمنافرعون_وارادانيوريهمقوةالعساكر_,ووصفك,ووصفك,ووصفك,
,,,,,حيث,
,,,بحيث,بحيث,,
,فعلتما,,فعلتما,فعلتما,فعلتما,
,اوصاك,,أوصاك,اوصاك,اوصاك,
,برسالته,,برسالته,في,في,
رسالته,والان,والان,ألآن,رسالته,رسالته_,
والآن,,,,واناالان,لانقدرسلني,
قد,قد,قد,,قد,,
ارسلني,بعثني,ارسلني,بعثني,بعثني,,
عليك,خلفك,اليك_لتصرفالعساكراليمكانهم_وتجعلفيرقبتكسلسله_وفيرجلكقيدحديدوتاتيالي,خلفك,وراكحتىنحضر,خلفك,خلفك
لنحضر,لنحضر,,لنحظرأناوأنت,,لتحضرانتوانا,لنحضر
الىعنده,اناوانت,,,اناوانت,,اناوانت
,,,وحدنا,,وحدنا,
وحدنا,,,,,,
,وحودنا,,عندهوأطلقالعسكر,وحودنا,,
فقطواتركالجنوديذهبون,عنده,عنده_,,عنده,عنده_,عنده
,واطلق,لاناُمنافرعونهناكجلوس_ليعلمواانهُملكشديدالباس_ويهابوامنهويوصفوهعندفرعونملكمصر_فلماسمعحيقارهداالكلام_ظنانهصدقوانالملكارسله_فاصرفالعساكربسلامووظعفيرقبتهالسلسله_وفيرجليهالقيدواتيالي,,واطلقت,واطلق,واتيوا
,امر,,,امر,امر,
,العسكر,,,,العسكر,
,يمضي,,,,ليمضي,
كل,كل,,كل,,كل,
,واحد,,واحد,,واحد,
الى,الى,,إلى,,الى,
بيته_,بيته,,بيته,,بيته,
وبعدذلكتركتالجنود,بالسلامفاطلقت,,فأطلقتالعسكروأتيتأناونادانلعندالملكوسلَّمتعليهولمّارآنيقالليأتيتياحاقر,,بالسلامفاطلقت,
,العسكر,,,العسكر,العسكر,
واتيت,واتيت,,,واتيت,وجيت,
معنذآن,انا,,,انا,انا,انا
,ونادن,,,ونادان,ونادان,ونادن
,ولدي,,,,ابني,
الى,الى,,,الى,الى,الى
عندالملك,عندالملك,عندالملك,,عندالملك,عندالملك,عندالملك
وادّيت,سنحريب,معنادانابناخته_فلمانظره,,سنحاريب,,
,سيدي,,,سيدي,,
,وسلمتعليه,,,وسلمتعليه,وسلمتعليه,
,ولما,,,ولما,ولما,ولما
,راني,,,راني,رأني,راني
,الملك,الملك,,,الملك,الملك
,,هكذا_,,,,
,قال,قال,,قال,قال,قال
له,لي,له,,لي,لي,لىانتيا
السلامولمّالَمَحَنيقالليقدجئتيا,,,,,انت,
,اتيتيا,اتيتيا,,اتيتيا,اتيتيا,
,حيقر,حيقار,,حيقار,حيقار,حيقار
كاتبي,كاتبي,كاتبي,كاتبي,كاتبي,كاتبي,وزيريالذى
احيقارومدبّرمملكتياانت,,ووزيريوكاتمسري,,ومدبّر,ومدبَّر,
,ومدبر,ومدبر,ومدبر,,,
,مدينتيوبلديوكل,ملكي_قولليَّالانايشقداسيتاليك_وايشصنعتمعكمنالقبيح_حتيتكافينيهكذا_لقدكنت,,مدينتيوبلديوكل,,
,مملكتي,,مملكتي,مملكتي,مملكتي_,
الذي,الذي,,الذي,الذي,الذي,
كنت,كنت,,أنتعليَّ,كنت,كنت,كنت
محبوبًاعليّاقوللكاذهبالىبيتكولاتُرىبعدابدًابينيديّفالآنقد,عليّ,,,عليّ,عندي,احبهاكثرمنكلغلماني_والان
,محبوب,محبوب,محبوب,محبوب,محبوب,
,مكرم,,وأطلقتوك,,,
,,عندي_,,,,
,,وعزيز,,,,
,,ومكرم,,ومكرم,,
,عندي,,,عندي,,
,,وموقرعليَّ_,,,,
,واطلقتك,واطلقتك,,واطلقتوك,واطلقتك,
,,منخدمتي,حتى,حتى,حتى,
,حتي,حتي,,,,
,تستريح,تستريح_,تستريح,تستريح,تستريح_,
,والانقد,والانقد,ألآن,لا,والانقد,
رجعت,اتياجيتعلي,بغيت,رجعت,قد,جيتَ,قد
,,عليَّ,,تياجيتعليّ,عليَّ_,تياجتعلىَّ
,,ونكرتنعمتي_,,,,
,ورجعت,ورجعت,,ورجعت,,
محبتك,محبتك,محبتك,محبتك,محبتك,,
الىبغضةوضرتمناعدآئي_وبعدذلكاخرجفاعطانيتلكالرسائلالتيكانكتبهانذآن,الي,الي,إلى,الى,,
,بغضه,بُغضواردتتسلممملكتيلاعداي_وتعملليمكيدهلتهلكني_قولليالانياحيقارماذاصنعتبكمنالاسيه_حتيتصنعبيهذاالصنيعالسوَّ_اومتياغظبتكواخدتمالك_فلماذاظمرتالسوَّعليَّ_هدهحكمتكالذيكنتتدبرفيهاسلطنتي_وهداتعليمكوامتالكالديكنتتقوللغيرك_كيفالانسهيتاوكيفزليت_فيمثلهدهالزلَّةالعظيمه_تمانالملكسنحاريب_,بغضه,بغضه,,
